"Szál";"IntervallumTól";"IntervallumIg";"Megtalált prímek száma";"Indulási idõ";"Idõ";"Összefoglaló";"Módszer"
"3";"755";"879";"18";"1471900117904";"0";"";""
"7";"988";"1000";"2";"1471900117904";"0";"";""
"2";"504";"754";"37";"1471900117904";"0";"";""
"6";"973";"987";"2";"1471900117904";"0";"";""
"5";"942";"972";"4";"1471900117904";"0";"";""
"1";"1";"503";"96";"1471900117904";"0";"";""
"4";"880";"941";"9";"1471900117904";"0";"";""
"7";"1";"1000";"168";"1471900117904";"16";"true";"Prim3"
"5";"9447";"9760";"33";"1471900117925";"0";"";""
"1";"1";"5039";"675";"1471900117925";"2";"";""
"3";"7559";"8817";"139";"1471900117925";"1";"";""
"2";"5040";"7558";"283";"1471900117925";"1";"";""
"4";"8818";"9446";"73";"1471900117925";"0";"";""
"6";"9761";"9917";"19";"1471900117927";"1";"";""
"7";"9918";"10000";"7";"1471900117928";"0";"";""
"7";"1";"10000";"1229";"1471900117924";"16";"true";"Prim3"
"5";"94487";"97635";"276";"1471900117945";"3";"";""
"4";"88188";"94486";"558";"1471900117945";"7";"";""
"7";"99210";"100000";"68";"1471900117955";"0";"";""
"6";"97636";"99209";"135";"1471900117955";"0";"";""
"3";"75590";"88187";"1108";"1471900117945";"10";"";""
"2";"50394";"75589";"2275";"1471900117945";"28";"";""
"1";"1";"50393";"5172";"1471900117945";"50";"";""
"7";"1";"100000";"9592";"1471900117944";"67";"true";"Prim3"
"7";"992126";"1000000";"564";"1471900118103";"14";"";""
"6";"976378";"992125";"1113";"1471900118046";"102";"";""
"5";"944882";"976377";"2269";"1471900118046";"147";"";""
"4";"881890";"944881";"4589";"1471900118015";"272";"";""
"3";"755906";"881889";"9278";"1471900118016";"574";"";""
"2";"503938";"755905";"18858";"1471900118015";"1271";"";""
"1";"1";"503937";"41827";"1471900118015";"2804";"";""
"7";"1";"1000000";"78498";"1471900118015";"2823";"true";"Prim3"
"2";"502";"751";"38";"1471900120911";"0";"";""
"4";"877";"938";"9";"1471900120911";"0";"";""
"1";"1";"501";"95";"1471900120911";"0";"";""
"6";"970";"984";"3";"1471900120911";"0";"";""
"8";"992";"1000";"1";"1471900120911";"0";"";""
"7";"985";"991";"1";"1471900120911";"0";"";""
"5";"939";"969";"4";"1471900120911";"0";"";""
"3";"752";"876";"17";"1471900120911";"0";"";""
"8";"1";"1000";"168";"1471900120911";"22";"true";"Prim3"
"3";"7529";"8782";"141";"1471900120937";"0";"";""
"6";"9723";"9878";"19";"1471900120940";"0";"";""
"8";"9957";"10000";"2";"1471900120941";"0";"";""
"1";"1";"5019";"672";"1471900120938";"2";"";""
"2";"5020";"7528";"281";"1471900120937";"1";"";""
"4";"8783";"9409";"69";"1471900120937";"1";"";""
"5";"9410";"9722";"36";"1471900120941";"0";"";""
"7";"9879";"9956";"9";"1471900120940";"0";"";""
"8";"1";"10000";"1229";"1471900120936";"5";"true";"Prim3"
"5";"94118";"97254";"275";"1471900120961";"1";"";""
"4";"87844";"94117";"552";"1471900120961";"1";"";""
"7";"98823";"99606";"71";"1471900120985";"1";"";""
"3";"75295";"87843";"1110";"1471900120962";"24";"";""
"8";"99607";"100000";"36";"1471900120985";"1";"";""
"2";"50197";"75294";"2266";"1471900120959";"26";"";""
"6";"97255";"98822";"129";"1471900120986";"3";"";""
"1";"1";"50196";"5153";"1471900120959";"53";"";""
"8";"1";"100000";"9592";"1471900120958";"54";"true";"Prim3"
"6";"972548";"988233";"1104";"1471900121029";"24";"";""
"7";"988234";"996076";"560";"1471900121071";"25";"";""
"8";"996077";"1000000";"286";"1471900121071";"2";"";""
"5";"941176";"972547";"2273";"1471900121029";"128";"";""
"4";"878431";"941175";"4571";"1471900121029";"260";"";""
"3";"752941";"878430";"9242";"1471900121053";"512";"";""
"2";"501961";"752940";"18774";"1471900121028";"1112";"";""
"1";"1";"501960";"41688";"1471900121029";"2756";"";""
"8";"1";"1000000";"78498";"1471900121012";"2773";"true";"Prim3"
"2";"501";"750";"37";"1471900123857";"0";"";""
"1";"1";"500";"95";"1471900123857";"0";"";""
"5";"938";"968";"4";"1471900123857";"0";"";""
"4";"876";"937";"9";"1471900123857";"0";"";""
"3";"751";"875";"18";"1471900123857";"0";"";""
"9";"994";"1000";"1";"1471900123874";"0";"";""
"7";"984";"990";"0";"1471900123874";"0";"";""
"8";"991";"993";"1";"1471900123857";"0";"";""
"6";"969";"983";"3";"1471900123857";"0";"";""
"9";"1";"1000";"168";"1471900123857";"20";"true";"Prim3"
"5";"9392";"9704";"36";"1471900123893";"0";"";""
"4";"8766";"9391";"68";"1471900123893";"1";"";""
"6";"9705";"9860";"20";"1471900123893";"0";"";""
"3";"7514";"8765";"142";"1471900123893";"0";"";""
"9";"9978";"10000";"0";"1471900123898";"0";"";""
"8";"9939";"9977";"4";"1471900123897";"0";"";""
"7";"9861";"9938";"8";"1471900123896";"0";"";""
"2";"5010";"7513";"280";"1471900123894";"2";"";""
"1";"1";"5009";"671";"1471900123893";"2";"";""
"9";"1";"10000";"1229";"1471900123877";"31";"true";"Prim3"
"5";"93932";"97062";"279";"1471900123908";"0";"";""
"4";"87670";"93931";"550";"1471900123908";"25";"";""
"3";"75146";"87669";"1109";"1471900123908";"24";"";""
"2";"50098";"75145";"2260";"1471900123908";"39";"";""
"7";"98628";"99409";"73";"1471900123939";"1";"";""
"9";"99801";"100000";"18";"1471900123939";"1";"";""
"8";"99410";"99800";"32";"1471900123939";"0";"";""
"6";"97063";"98627";"128";"1471900123947";"2";"";""
"1";"1";"50097";"5143";"1471900123908";"78";"";""
"9";"1";"100000";"9592";"1471900123908";"81";"true";"Prim3"
"7";"986300";"994126";"552";"1471900124025";"25";"";""
"6";"970645";"986299";"1122";"1471900123995";"81";"";""
"9";"998040";"1000000";"135";"1471900124077";"6";"";""
"8";"994127";"998039";"294";"1471900124065";"12";"";""
"5";"939334";"970644";"2255";"1471900123994";"148";"";""
"4";"876712";"939333";"4558";"1471900124028";"260";"";""
"3";"751468";"876711";"9233";"1471900123993";"517";"";""
"2";"500979";"751467";"18732";"1471900123993";"1164";"";""
"1";"1";"500978";"41617";"1471900123993";"2698";"";""
"9";"1";"1000000";"78498";"1471900123992";"2699";"true";"Prim3"
"1";"1";"500";"95";"1471900126769";"0";"";""
"4";"876";"937";"9";"1471900126771";"0";"";""
"5";"938";"968";"4";"1471900126771";"0";"";""
"3";"751";"875";"18";"1471900126771";"0";"";""
"2";"501";"750";"37";"1471900126770";"0";"";""
"10";"995";"1000";"1";"1471900126773";"0";"";""
"9";"994";"994";"0";"1471900126773";"0";"";""
"8";"991";"993";"1";"1471900126773";"0";"";""
"6";"969";"983";"3";"1471900126772";"0";"";""
"7";"984";"990";"0";"1471900126772";"0";"";""
"10";"1";"1000";"168";"1471900126769";"20";"true";"Prim3"
"2";"5005";"7506";"280";"1471900126793";"0";"";""
"1";"1";"5004";"670";"1471900126793";"0";"";""
"3";"7507";"8757";"142";"1471900126793";"0";"";""
"9";"9968";"9986";"1";"1471900126793";"0";"";""
"8";"9929";"9967";"5";"1471900126793";"0";"";""
"7";"9851";"9928";"9";"1471900126793";"0";"";""
"6";"9695";"9850";"18";"1471900126793";"0";"";""
"5";"9383";"9694";"36";"1471900126793";"0";"";""
"4";"8758";"9382";"68";"1471900126793";"0";"";""
"10";"9987";"10000";"0";"1471900126793";"0";"";""
"10";"1";"10000";"1229";"1471900126793";"21";"true";"Prim3"
"4";"87585";"93840";"550";"1471900126818";"7";"";""
"3";"75073";"87584";"1104";"1471900126818";"13";"";""
"9";"99706";"99900";"20";"1471900126836";"0";"";""
"7";"98533";"99314";"71";"1471900126836";"0";"";""
"5";"93841";"96968";"279";"1471900126828";"8";"";""
"8";"99315";"99705";"32";"1471900126836";"0";"";""
"2";"50049";"75072";"2262";"1471900126818";"29";"";""
"6";"96969";"98532";"129";"1471900126836";"2";"";""
"10";"99901";"100000";"8";"1471900126838";"0";"";""
"1";"1";"50048";"5137";"1471900126819";"55";"";""
"10";"1";"100000";"9592";"1471900126818";"56";"true";"Prim3"
"6";"969696";"985335";"1115";"1471900126931";"59";"";""
"10";"999021";"1000000";"64";"1471900126915";"0";"";""
"7";"985336";"993155";"560";"1471900126936";"19";"";""
"8";"993156";"997065";"281";"1471900126931";"12";"";""
"9";"997066";"999020";"151";"1471900126930";"6";"";""
"5";"938416";"969695";"2246";"1471900126874";"142";"";""
"4";"875855";"938415";"4561";"1471900126874";"300";"";""
"3";"750733";"875854";"9232";"1471900126874";"546";"";""
"2";"500489";"750732";"18709";"1471900126915";"1097";"";""
"1";"1";"500488";"41579";"1471900126874";"2702";"";""
"10";"1";"1000000";"78498";"1471900126874";"2702";"true";"Prim3"
"3";"751";"875";"18";"1471900129658";"0";"";""
"7";"984";"990";"0";"1471900129658";"0";"";""
"6";"969";"983";"3";"1471900129658";"0";"";""
"2";"501";"750";"37";"1471900129658";"0";"";""
"5";"938";"968";"4";"1471900129658";"0";"";""
"1";"1";"500";"95";"1471900129658";"0";"";""
"4";"876";"937";"9";"1471900129658";"0";"";""
"11";"995";"1000";"1";"1471900129658";"0";"";""
"10";"995";"994";"0";"1471900129658";"0";"";""
"9";"994";"994";"0";"1471900129658";"0";"";""
"8";"991";"993";"1";"1471900129658";"0";"";""
"11";"1";"1000";"168";"1471900129658";"20";"true";"Prim3"
"5";"9379";"9690";"36";"1471900129678";"0";"";""
"1";"1";"5002";"669";"1471900129678";"0";"";""
"2";"5003";"7503";"281";"1471900129678";"0";"";""
"3";"7504";"8753";"142";"1471900129678";"0";"";""
"4";"8754";"9378";"68";"1471900129678";"0";"";""
"11";"9992";"10000";"0";"1471900129678";"0";"";""
"10";"9983";"9991";"0";"1471900129678";"0";"";""
"9";"9964";"9982";"2";"1471900129678";"0";"";""
"7";"9847";"9924";"9";"1471900129678";"0";"";""
"8";"9925";"9963";"4";"1471900129678";"0";"";""
"6";"9691";"9846";"18";"1471900129678";"0";"";""
"11";"1";"10000";"1229";"1471900129678";"30";"true";"Prim3"
"5";"93796";"96921";"279";"1471900129708";"0";"";""
"4";"87543";"93795";"552";"1471900129708";"0";"";""
"7";"98485";"99265";"72";"1471900129729";"1";"";""
"8";"99266";"99655";"30";"1471900129730";"0";"";""
"3";"75037";"87542";"1101";"1471900129708";"22";"";""
"10";"99851";"99947";"8";"1471900129733";"0";"";""
"11";"99948";"100000";"4";"1471900129733";"0";"";""
"9";"99656";"99850";"20";"1471900129732";"0";"";""
"6";"96922";"98484";"129";"1471900129730";"1";"";""
"2";"50025";"75036";"2262";"1471900129708";"36";"";""
"1";"1";"50024";"5135";"1471900129708";"80";"";""
"11";"1";"100000";"9592";"1471900129708";"82";"true";"Prim3"
"10";"998533";"999509";"70";"1471900129830";"0";"";""
"7";"984855";"992670";"561";"1471900129830";"31";"";""
"8";"992671";"996578";"278";"1471900129830";"19";"";""
"9";"996579";"998532";"148";"1471900129830";"0";"";""
"11";"999510";"1000000";"32";"1471900129830";"0";"";""
"6";"969223";"984854";"1118";"1471900129846";"86";"";""
"5";"937958";"969222";"2246";"1471900129790";"148";"";""
"4";"875428";"937957";"4563";"1471900129790";"286";"";""
"3";"750367";"875427";"9219";"1471900129790";"551";"";""
"2";"500245";"750366";"18704";"1471900129790";"1146";"";""
"1";"1";"500244";"41559";"1471900129790";"2712";"";""
"11";"1";"1000000";"78498";"1471900129790";"2712";"true";"Prim3"
"2";"501";"750";"37";"1471900132575";"0";"";""
"6";"969";"983";"3";"1471900132577";"0";"";""
"1";"1";"500";"95";"1471900132575";"0";"";""
"11";"995";"994";"0";"1471900132580";"0";"";""
"5";"938";"968";"4";"1471900132575";"0";"";""
"3";"751";"875";"18";"1471900132575";"0";"";""
"4";"876";"937";"9";"1471900132575";"0";"";""
"12";"995";"1000";"1";"1471900132580";"1";"";""
"10";"995";"994";"0";"1471900132579";"0";"";""
"9";"994";"994";"0";"1471900132578";"0";"";""
"8";"991";"993";"1";"1471900132577";"0";"";""
"7";"984";"990";"0";"1471900132577";"0";"";""
"12";"1";"1000";"168";"1471900132574";"9";"true";"Prim3"
"4";"8752";"9376";"68";"1471900132602";"1";"";""
"1";"1";"5001";"669";"1471900132602";"2";"";""
"2";"5002";"7501";"281";"1471900132602";"1";"";""
"3";"7502";"8751";"141";"1471900132602";"1";"";""
"9";"9962";"9980";"2";"1471900132611";"0";"";""
"12";"9994";"10000";"0";"1471900132609";"0";"";""
"11";"9990";"9993";"0";"1471900132608";"0";"";""
"10";"9981";"9989";"0";"1471900132608";"0";"";""
"8";"9923";"9961";"5";"1471900132606";"0";"";""
"7";"9845";"9922";"8";"1471900132606";"0";"";""
"6";"9689";"9844";"19";"1471900132604";"0";"";""
"5";"9377";"9688";"36";"1471900132604";"0";"";""
"12";"1";"10000";"1229";"1471900132601";"23";"true";"Prim3"
"5";"93773";"96897";"278";"1471900132624";"0";"";""
"4";"87522";"93772";"554";"1471900132624";"16";"";""
"9";"99631";"99825";"18";"1471900132643";"0";"";""
"7";"98460";"99240";"71";"1471900132642";"2";"";""
"8";"99241";"99630";"33";"1471900132643";"0";"";""
"10";"99826";"99922";"9";"1471900132648";"1";"";""
"12";"99971";"100000";"3";"1471900132649";"0";"";""
"11";"99923";"99970";"3";"1471900132649";"0";"";""
"6";"96898";"98459";"128";"1471900132644";"4";"";""
"3";"75019";"87521";"1099";"1471900132624";"23";"";""
"2";"50013";"75018";"2263";"1471900132624";"41";"";""
"1";"1";"50012";"5133";"1471900132624";"78";"";""
"12";"1";"100000";"9592";"1471900132624";"80";"true";"Prim3"
"7";"984614";"992427";"558";"1471900132744";"22";"";""
"12";"999752";"1000000";"15";"1471900132779";"1";"";""
"11";"999264";"999751";"32";"1471900132779";"2";"";""
"8";"992428";"996334";"280";"1471900132779";"8";"";""
"6";"968986";"984613";"1119";"1471900132705";"82";"";""
"9";"996335";"998287";"147";"1471900132779";"6";"";""
"10";"998288";"999263";"70";"1471900132779";"3";"";""
"5";"937729";"968985";"2251";"1471900132705";"168";"";""
"4";"875214";"937728";"4565";"1471900132745";"272";"";""
"3";"750184";"875213";"9206";"1471900132705";"534";"";""
"2";"500123";"750183";"18707";"1471900132705";"1118";"";""
"1";"1";"500122";"41548";"1471900132705";"2672";"";""
"12";"1";"1000000";"78498";"1471900132705";"2674";"true";"Prim3"
