"Szál";"IntervallumTól";"IntervallumIg";"Megtalált prímek száma";"Indulási idő";"Idő";"Összefoglaló";"Módszer"
"6";"9500001";"10000000";"31001";"1475228175969";"2516";"";""
"4";"8000001";"9000000";"62712";"1475228175824";"4261";"";""
"3";"6500001";"8000000";"95020";"1475228175732";"5705";"";""
"2";"4000001";"6500000";"161611";"1475228175732";"7011";"";""
"1";"1";"4000000";"283146";"1475228175732";"7072";"";""
"6";"1";"10000000";"664579";"1475228175732";"7072";"true";"Prim4"
"1";"1";"3939";"546";"1475228182817";"0";"";""
"2";"3940";"6363";"283";"1475228182817";"0";"";""
"4";"7879";"8787";"100";"1475228182817";"0";"";""
"5";"8788";"9393";"66";"1475228182819";"0";"";""
"3";"6364";"7878";"166";"1475228182817";"0";"";""
"6";"9394";"9696";"35";"1475228182821";"0";"";""
"7";"9697";"10000";"33";"1475228182822";"0";"";""
"7";"1";"10000";"1229";"1475228182817";"5";"true";"Prim4"
"4";"78788";"87878";"805";"1475228182824";"5";"";""
"3";"63637";"78787";"1348";"1475228182824";"7";"";""
"5";"87879";"93939";"531";"1475228182831";"2";"";""
"6";"93940";"96969";"269";"1475228182832";"2";"";""
"2";"39394";"63636";"2232";"1475228182824";"10";"";""
"1";"1";"39393";"4147";"1475228182824";"11";"";""
"7";"96970";"100000";"260";"1475228182835";"1";"";""
"7";"1";"100000";"9592";"1475228182823";"14";"true";"Prim4"
"4";"787879";"878787";"6682";"1475228182845";"134";"";""
"3";"636364";"787878";"11224";"1475228182839";"174";"";""
"5";"878788";"939393";"4416";"1475228182949";"90";"";""
"6";"939394";"969696";"2180";"1475228183017";"42";"";""
"7";"969697";"1000000";"2171";"1475228183032";"38";"";""
"2";"393940";"636363";"18430";"1475228182839";"246";"";""
"1";"1";"393939";"33395";"1475228182839";"260";"";""
"7";"1";"1000000";"78498";"1475228182839";"260";"true";"Prim4"
"6";"9393940";"9696969";"18864";"1475228183296";"1336";"";""
"7";"9696970";"10000000";"18699";"1475228183559";"1780";"";""
"5";"8787879";"9393939";"37745";"1475228183200";"2763";"";""
"4";"7878788";"8787878";"57114";"1475228183102";"3960";"";""
"3";"6363637";"7878787";"96036";"1475228183101";"5811";"";""
"1";"1";"3939393";"279203";"1475228183101";"6771";"";""
"2";"3939394";"6363636";"156918";"1475228183101";"6869";"";""
"7";"1";"10000000";"664579";"1475228183100";"6870";"true";"Prim4"
"3";"6297";"7777";"167";"1475228189984";"1";"";""
"1";"1";"3888";"538";"1475228189984";"1";"";""
"4";"7778";"8703";"99";"1475228189984";"1";"";""
"2";"3889";"6296";"280";"1475228189984";"1";"";""
"5";"8704";"9259";"63";"1475228189985";"0";"";""
"6";"9260";"9629";"42";"1475228189986";"0";"";""
"7";"9630";"9814";"21";"1475228189988";"0";"";""
"8";"9815";"10000";"19";"1475228189989";"0";"";""
"8";"1";"10000";"1229";"1475228189984";"6";"true";"Prim4"
"4";"77778";"87037";"808";"1475228189992";"4";"";""
"3";"62963";"77777";"1331";"1475228189992";"7";"";""
"2";"38889";"62962";"2218";"1475228189991";"11";"";""
"1";"1";"38888";"4096";"1475228189991";"13";"";""
"6";"92593";"96296";"335";"1475228190005";"1";"";""
"7";"96297";"98148";"152";"1475228190006";"0";"";""
"8";"98149";"100000";"163";"1475228190007";"0";"";""
"5";"87038";"92592";"489";"1475228190003";"4";"";""
"8";"1";"100000";"9592";"1475228189991";"19";"true";"Prim4"
"4";"777778";"870370";"6824";"1475228190012";"121";"";""
"5";"870371";"925925";"4055";"1475228190109";"80";"";""
"3";"629630";"777777";"10992";"1475228190011";"193";"";""
"7";"962963";"981481";"1332";"1475228190205";"23";"";""
"6";"925926";"962962";"2662";"1475228190191";"51";"";""
"8";"981482";"1000000";"1324";"1475228190229";"23";"";""
"2";"388889";"629629";"18336";"1475228190011";"244";"";""
"1";"1";"388888";"32973";"1475228190011";"253";"";""
"8";"1";"1000000";"78498";"1475228190011";"253";"true";"Prim4"
"7";"9629630";"9814814";"11493";"1475228190740";"849";"";""
"6";"9259260";"9629629";"23038";"1475228190464";"2128";"";""
"8";"9814815";"10000000";"11403";"1475228192085";"840";"";""
"5";"8703704";"9259259";"34697";"1475228190365";"3351";"";""
"4";"7777778";"8703703";"58185";"1475228190270";"3957";"";""
"3";"6296297";"7777777";"93944";"1475228190268";"5445";"";""
"2";"3888889";"6296296";"155965";"1475228190267";"7118";"";""
"1";"1";"3888888";"275854";"1475228190267";"7579";"";""
"8";"1";"10000000";"664579";"1475228190266";"7580";"true";"Prim4"
"1";"1";"3863";"536";"1475228197861";"0";"";""
"2";"3864";"6250";"276";"1475228197861";"0";"";""
"3";"6251";"7727";"169";"1475228197863";"0";"";""
"4";"7728";"8636";"94";"1475228197864";"0";"";""
"5";"8637";"9204";"66";"1475228197866";"0";"";""
"6";"9205";"9545";"40";"1475228197867";"0";"";""
"7";"9546";"9772";"24";"1475228197868";"0";"";""
"8";"9773";"9886";"14";"1475228197869";"0";"";""
"9";"9887";"10000";"10";"1475228197871";"0";"";""
"9";"1";"10000";"1229";"1475228197861";"10";"true";"Prim4"
"3";"62500";"77272";"1318";"1475228197875";"6";"";""
"2";"38637";"62499";"2206";"1475228197873";"10";"";""
"1";"1";"38636";"4069";"1475228197873";"10";"";""
"6";"92046";"95454";"310";"1475228197885";"2";"";""
"5";"86364";"92045";"493";"1475228197885";"3";"";""
"4";"77273";"86363";"805";"1475228197884";"6";"";""
"7";"95455";"97727";"193";"1475228197890";"0";"";""
"8";"97728";"98863";"93";"1475228197891";"0";"";""
"9";"98864";"100000";"105";"1475228197892";"1";"";""
"9";"1";"100000";"9592";"1475228197872";"21";"true";"Prim4"
"3";"625001";"772727";"10952";"1475228197898";"189";"";""
"4";"772728";"863636";"6671";"1475228197982";"123";"";""
"2";"386364";"625000";"18194";"1475228197895";"242";"";""
"5";"863637";"920454";"4159";"1475228198088";"69";"";""
"1";"1";"386363";"32792";"1475228197895";"266";"";""
"6";"920455";"954545";"2469";"1475228198124";"40";"";""
"8";"977273";"988636";"799";"1475228198164";"14";"";""
"9";"988637";"1000000";"818";"1475228198166";"15";"";""
"7";"954546";"977272";"1644";"1475228198159";"27";"";""
"9";"1";"1000000";"78498";"1475228197894";"291";"true";"Prim4"
"7";"9545455";"9772727";"14151";"1475228198692";"1004";"";""
"6";"9204546";"9545454";"21228";"1475228198402";"1579";"";""
"5";"8636364";"9204545";"35463";"1475228198384";"2503";"";""
"8";"9772728";"9886363";"7026";"1475228200173";"805";"";""
"9";"9886364";"10000000";"6991";"1475228200892";"784";"";""
"4";"7727273";"8636363";"57096";"1475228198285";"3750";"";""
"3";"6250001";"7727272";"93808";"1475228198194";"5382";"";""
"2";"3863637";"6250000";"154606";"1475228198190";"6798";"";""
"1";"1";"3863636";"274210";"1475228198190";"7255";"";""
"9";"1";"10000000";"664579";"1475228198189";"7256";"true";"Prim4"
"1";"1";"3846";"532";"1475228205482";"0";"";""
"2";"3847";"6223";"278";"1475228205482";"0";"";""
"4";"7693";"8601";"95";"1475228205482";"0";"";""
"5";"8602";"9160";"64";"1475228205483";"0";"";""
"6";"9161";"9510";"42";"1475228205484";"0";"";""
"3";"6224";"7692";"166";"1475228205482";"0";"";""
"7";"9511";"9720";"21";"1475228205485";"0";"";""
"8";"9721";"9860";"19";"1475228205486";"0";"";""
"9";"9861";"9930";"7";"1475228205486";"0";"";""
"10";"9931";"10000";"5";"1475228205487";"0";"";""
"10";"1";"10000";"1229";"1475228205481";"7";"true";"Prim4"
"4";"76924";"86013";"801";"1475228205490";"4";"";""
"3";"62238";"76923";"1306";"1475228205490";"6";"";""
"6";"91609";"95104";"312";"1475228205498";"2";"";""
"2";"38462";"62237";"2198";"1475228205490";"9";"";""
"5";"86014";"91608";"493";"1475228205497";"3";"";""
"1";"1";"38461";"4058";"1475228205490";"11";"";""
"8";"97203";"98601";"114";"1475228205501";"1";"";""
"7";"95105";"97202";"185";"1475228205501";"1";"";""
"9";"98602";"99300";"65";"1475228205503";"0";"";""
"10";"99301";"100000";"60";"1475228205504";"0";"";""
"10";"1";"100000";"9592";"1475228205490";"15";"true";"Prim4"
"5";"860140";"916083";"4088";"1475228205602";"67";"";""
"4";"769231";"860139";"6680";"1475228205507";"174";"";""
"3";"622378";"769230";"10885";"1475228205507";"172";"";""
"7";"951049";"972027";"1518";"1475228205684";"32";"";""
"6";"916084";"951048";"2545";"1475228205683";"43";"";""
"8";"972028";"986013";"989";"1475228205714";"17";"";""
"9";"986014";"993006";"498";"1475228205727";"8";"";""
"10";"993007";"1000000";"505";"1475228205733";"9";"";""
"1";"1";"384615";"32654";"1475228205507";"251";"";""
"2";"384616";"622377";"18136";"1475228205507";"252";"";""
"10";"1";"1000000";"78498";"1475228205507";"253";"true";"Prim4"
"7";"9510490";"9720279";"13043";"1475228206216";"1296";"";""
"6";"9160840";"9510489";"21793";"1475228205962";"1736";"";""
"9";"9860140";"9930069";"4311";"1475228207818";"312";"";""
"8";"9720280";"9860139";"8687";"1475228206620";"1561";"";""
"5";"8601399";"9160839";"34927";"1475228205868";"2726";"";""
"10";"9930070";"10000000";"4290";"1475228208471";"790";"";""
"4";"7692308";"8601398";"57113";"1475228205762";"3816";"";""
"3";"6223777";"7692307";"93274";"1475228205762";"5046";"";""
"2";"3846154";"6223776";"154081";"1475228205762";"6422";"";""
"1";"1";"3846153";"273060";"1475228205762";"7212";"";""
"10";"1";"10000000";"664579";"1475228205761";"7213";"true";"Prim4"
"1";"1";"3836";"532";"1475228212989";"0";"";""
"3";"6207";"7672";"165";"1475228212990";"0";"";""
"4";"7673";"8577";"96";"1475228212990";"0";"";""
"5";"8578";"9137";"65";"1475228212991";"0";"";""
"2";"3837";"6206";"275";"1475228212990";"0";"";""
"6";"9138";"9482";"42";"1475228212991";"0";"";""
"7";"9483";"9698";"22";"1475228212992";"0";"";""
"8";"9699";"9827";"14";"1475228212993";"0";"";""
"9";"9828";"9913";"11";"1475228212993";"0";"";""
"10";"9914";"9956";"5";"1475228212994";"0";"";""
"11";"9957";"10000";"2";"1475228212994";"1";"";""
"11";"1";"10000";"1229";"1475228212988";"6";"true";"Prim4"
"4";"76725";"85775";"801";"1475228212997";"5";"";""
"3";"62069";"76724";"1305";"1475228212996";"7";"";""
"5";"85776";"91379";"490";"1475228213003";"3";"";""
"1";"1";"38362";"4049";"1475228212996";"11";"";""
"2";"38363";"62068";"2190";"1475228212996";"11";"";""
"7";"94828";"96982";"191";"1475228213007";"1";"";""
"6";"91380";"94827";"308";"1475228213005";"2";"";""
"8";"96983";"98275";"103";"1475228213009";"0";"";""
"10";"99138";"99568";"34";"1475228213010";"0";"";""
"9";"98276";"99137";"82";"1475228213010";"0";"";""
"11";"99569";"100000";"39";"1475228213011";"1";"";""
"11";"1";"100000";"9592";"1475228212995";"17";"true";"Prim4"
"5";"857759";"913793";"4098";"1475228213113";"68";"";""
"3";"620690";"767241";"10862";"1475228213013";"174";"";""
"4";"767242";"857758";"6657";"1475228213014";"180";"";""
"7";"948276";"969827";"1553";"1475228213196";"27";"";""
"8";"969828";"982758";"921";"1475228213224";"16";"";""
"6";"913794";"948275";"2502";"1475228213190";"52";"";""
"2";"383621";"620689";"18097";"1475228213013";"235";"";""
"10";"991380";"995689";"312";"1475228213243";"7";"";""
"9";"982759";"991379";"616";"1475228213242";"12";"";""
"11";"995690";"1000000";"311";"1475228213250";"5";"";""
"1";"1";"383620";"32569";"1475228213013";"248";"";""
"11";"1";"1000000";"78498";"1475228213013";"248";"true";"Prim4"
"7";"9482759";"9698275";"13442";"1475228213699";"950";"";""
"6";"9137932";"9482758";"21485";"1475228213457";"1518";"";""
"5";"8577587";"9137931";"34984";"1475228213361";"2469";"";""
"8";"9698276";"9827586";"8039";"1475228215805";"678";"";""
"10";"9913794";"9956896";"2668";"1475228216454";"172";"";""
"9";"9827587";"9913793";"5291";"1475228216200";"558";"";""
"4";"7672414";"8577586";"56882";"1475228213266";"3652";"";""
"11";"9956897";"10000000";"2631";"1475228216816";"152";"";""
"3";"6206897";"7672413";"93070";"1475228213264";"5291";"";""
"2";"3836207";"6206896";"153695";"1475228213264";"7005";"";""
"1";"1";"3836206";"272392";"1475228213263";"7766";"";""
"11";"1";"10000000";"664579";"1475228213262";"7767";"true";"Prim4"
"1";"1";"3829";"531";"1475228221047";"1";"";""
"2";"3830";"6196";"273";"1475228221048";"0";"";""
"3";"6197";"7659";"167";"1475228221048";"0";"";""
"4";"7660";"8563";"96";"1475228221049";"0";"";""
"5";"8564";"9122";"63";"1475228221049";"0";"";""
"6";"9123";"9468";"43";"1475228221051";"0";"";""
"7";"9469";"9680";"22";"1475228221051";"0";"";""
"8";"9681";"9813";"15";"1475228221052";"0";"";""
"9";"9814";"9893";"10";"1475228221053";"0";"";""
"10";"9894";"9946";"6";"1475228221056";"0";"";""
"11";"9947";"9973";"3";"1475228221056";"0";"";""
"12";"9974";"10000";"0";"1475228221057";"0";"";""
"12";"1";"10000";"1229";"1475228221047";"10";"true";"Prim4"
"3";"61969";"76595";"1305";"1475228221060";"6";"";""
"2";"38298";"61968";"2187";"1475228221060";"9";"";""
"1";"1";"38297";"4041";"1475228221059";"11";"";""
"4";"76596";"85638";"801";"1475228221070";"5";"";""
"6";"91224";"94680";"308";"1475228221075";"2";"";""
"5";"85639";"91223";"487";"1475228221074";"3";"";""
"7";"94681";"96808";"191";"1475228221076";"1";"";""
"8";"96809";"98138";"108";"1475228221078";"1";"";""
"9";"98139";"98936";"70";"1475228221080";"0";"";""
"10";"98937";"99468";"46";"1475228221080";"0";"";""
"11";"99469";"99734";"26";"1475228221081";"0";"";""
"12";"99735";"100000";"22";"1475228221083";"0";"";""
"12";"1";"100000";"9592";"1475228221059";"25";"true";"Prim4"
"5";"856383";"912234";"4108";"1475228221184";"68";"";""
"3";"619681";"765957";"10847";"1475228221088";"203";"";""
"2";"382979";"619680";"18066";"1475228221085";"242";"";""
"1";"1";"382978";"32520";"1475228221085";"257";"";""
"4";"765958";"856382";"6644";"1475228221180";"169";"";""
"6";"912235";"946808";"2497";"1475228221313";"42";"";""
"9";"981383";"989361";"564";"1475228221358";"9";"";""
"8";"968086";"981382";"956";"1475228221352";"17";"";""
"7";"946809";"968085";"1526";"1475228221343";"27";"";""
"10";"989362";"994680";"383";"1475228221368";"7";"";""
"11";"994681";"997340";"200";"1475228221372";"4";"";""
"12";"997341";"1000000";"187";"1475228221374";"4";"";""
"12";"1";"1000000";"78498";"1475228221084";"294";"true";"Prim4"
"7";"9468086";"9680851";"13297";"1475228221944";"982";"";""
"8";"9680852";"9813829";"8236";"1475228222904";"546";"";""
"6";"9122341";"9468085";"21539";"1475228221729";"1994";"";""
"9";"9813830";"9893617";"4922";"1475228223386";"356";"";""
"10";"9893618";"9946808";"3283";"1475228224221";"528";"";""
"11";"9946809";"9973404";"1637";"1475228224847";"86";"";""
"4";"7659575";"8563829";"56811";"1475228221476";"4005";"";""
"12";"9973405";"10000000";"1616";"1475228225449";"146";"";""
"5";"8563830";"9122340";"34893";"1475228221481";"4376";"";""
"3";"6196809";"7659574";"92916";"1475228221382";"5696";"";""
"2";"3829788";"6196808";"153449";"1475228221381";"6828";"";""
"1";"1";"3829787";"271980";"1475228221380";"7181";"";""
"12";"1";"10000000";"664579";"1475228221379";"7182";"true";"Prim4"
"4";"7652";"8555";"95";"1475228228576";"0";"";""
"2";"3826";"6190";"273";"1475228228576";"0";"";""
"3";"6191";"7651";"167";"1475228228576";"0";"";""
"5";"8556";"9113";"64";"1475228228577";"0";"";""
"1";"1";"3825";"531";"1475228228576";"0";"";""
"6";"9114";"9458";"40";"1475228228578";"0";"";""
"7";"9459";"9671";"23";"1475228228579";"0";"";""
"8";"9672";"9802";"15";"1475228228580";"0";"";""
"9";"9803";"9885";"11";"1475228228581";"0";"";""
"10";"9886";"9934";"6";"1475228228581";"0";"";""
"11";"9935";"9967";"3";"1475228228582";"0";"";""
"12";"9968";"9983";"1";"1475228228582";"0";"";""
"13";"9984";"10000";"0";"1475228228583";"0";"";""
"13";"1";"10000";"1229";"1475228228575";"8";"true";"Prim4"
"3";"61905";"76518";"1305";"1475228228585";"7";"";""
"4";"76519";"85550";"799";"1475228228585";"9";"";""
"2";"38260";"61904";"2185";"1475228228585";"10";"";""
"1";"1";"38259";"4037";"1475228228585";"11";"";""
"5";"85551";"91133";"486";"1475228228593";"3";"";""
"7";"94582";"96715";"187";"1475228228596";"0";"";""
"8";"96716";"98029";"112";"1475228228596";"0";"";""
"6";"91134";"94581";"310";"1475228228596";"0";"";""
"9";"98030";"98850";"66";"1475228228597";"1";"";""
"10";"98851";"99343";"46";"1475228228599";"0";"";""
"11";"99344";"99671";"29";"1475228228599";"0";"";""
"12";"99672";"99835";"17";"1475228228601";"0";"";""
"13";"99836";"100000";"13";"1475228228601";"0";"";""
"13";"1";"100000";"9592";"1475228228584";"17";"true";"Prim4"
"5";"855501";"911330";"4109";"1475228228698";"67";"";""
"3";"619048";"765188";"10827";"1475228228604";"193";"";""
"4";"765189";"855500";"6640";"1475228228606";"162";"";""
"6";"911331";"945812";"2492";"1475228228770";"43";"";""
"7";"945813";"967159";"1531";"1475228228799";"26";"";""
"8";"967160";"980295";"942";"1475228228818";"16";"";""
"9";"980296";"988505";"586";"1475228228829";"13";"";""
"10";"988506";"993431";"352";"1475228228836";"7";"";""
"2";"382595";"619047";"18055";"1475228228603";"241";"";""
"12";"996716";"998357";"126";"1475228228844";"2";"";""
"13";"998358";"1000000";"114";"1475228228845";"2";"";""
"11";"993432";"996715";"235";"1475228228844";"4";"";""
"1";"1";"382594";"32489";"1475228228603";"253";"";""
"13";"1";"1000000";"78498";"1475228228602";"254";"true";"Prim4"
"7";"9458129";"9671592";"13332";"1475228229307";"1065";"";""
"6";"9113301";"9458128";"21483";"1475228229063";"1670";"";""
"8";"9671593";"9802955";"8139";"1475228230373";"520";"";""
"9";"9802956";"9885057";"5068";"1475228230910";"317";"";""
"10";"9885058";"9934318";"3046";"1475228231129";"187";"";""
"12";"9967160";"9983579";"998";"1475228231461";"52";"";""
"11";"9934319";"9967159";"2021";"1475228231413";"157";"";""
"5";"8555009";"9113300";"34869";"1475228228956";"2664";"";""
"13";"9983580";"10000000";"998";"1475228231665";"61";"";""
"4";"7651889";"8555008";"56770";"1475228228859";"4425";"";""
"3";"6190477";"7651888";"92823";"1475228228859";"5744";"";""
"2";"3825945";"6190476";"153296";"1475228228858";"6565";"";""
"1";"1";"3825944";"271736";"1475228228858";"6822";"";""
"13";"1";"10000000";"664579";"1475228228857";"6823";"true";"Prim4"
"3";"6187";"7647";"166";"1475228235695";"0";"";""
"2";"3824";"6186";"273";"1475228235695";"0";"";""
"4";"7648";"8549";"96";"1475228235695";"0";"";""
"5";"8550";"9107";"63";"1475228235696";"0";"";""
"1";"1";"3823";"531";"1475228235695";"0";"";""
"6";"9108";"9452";"41";"1475228235697";"0";"";""
"7";"9453";"9665";"23";"1475228235698";"1";"";""
"8";"9666";"9797";"15";"1475228235699";"0";"";""
"9";"9798";"9878";"10";"1475228235700";"0";"";""
"10";"9879";"9929";"6";"1475228235700";"0";"";""
"11";"9930";"9959";"3";"1475228235701";"0";"";""
"12";"9960";"9979";"2";"1475228235701";"0";"";""
"13";"9980";"9989";"0";"1475228235702";"0";"";""
"14";"9990";"10000";"0";"1475228235702";"0";"";""
"14";"1";"10000";"1229";"1475228235694";"8";"true";"Prim4"
"4";"76471";"85496";"800";"1475228235706";"4";"";""
"3";"61867";"76470";"1301";"1475228235706";"7";"";""
"5";"85497";"91075";"484";"1475228235712";"3";"";""
"2";"38236";"61866";"2185";"1475228235706";"10";"";""
"6";"91076";"94523";"309";"1475228235714";"2";"";""
"7";"94524";"96653";"190";"1475228235715";"0";"";""
"1";"1";"38235";"4035";"1475228235705";"11";"";""
"8";"96654";"97971";"112";"1475228235717";"1";"";""
"10";"98783";"99290";"50";"1475228235718";"1";"";""
"9";"97972";"98782";"66";"1475228235717";"1";"";""
"11";"99291";"99594";"24";"1475228235720";"0";"";""
"12";"99595";"99797";"18";"1475228235721";"0";"";""
"13";"99798";"99898";"10";"1475228235721";"0";"";""
"14";"99899";"100000";"8";"1475228235722";"0";"";""
"14";"1";"100000";"9592";"1475228235704";"19";"true";"Prim4"
"5";"854970";"910750";"4101";"1475228235819";"67";"";""
"3";"618662";"764705";"10814";"1475228235724";"164";"";""
"4";"764706";"854969";"6641";"1475228235725";"174";"";""
"7";"945234";"966531";"1533";"1475228235903";"26";"";""
"6";"910751";"945233";"2499";"1475228235891";"50";"";""
"8";"966532";"979716";"945";"1475228235930";"16";"";""
"9";"979717";"987829";"572";"1475228235947";"10";"";""
"10";"987830";"992900";"362";"1475228235963";"6";"";""
"11";"992901";"995943";"217";"1475228235966";"4";"";""
"12";"995944";"997971";"155";"1475228235974";"3";"";""
"1";"1";"382352";"32470";"1475228235724";"253";"";""
"13";"997972";"998985";"75";"1475228235979";"1";"";""
"14";"998986";"1000000";"66";"1475228235980";"1";"";""
"2";"382353";"618661";"18048";"1475228235724";"265";"";""
"14";"1";"1000000";"78498";"1475228235723";"266";"true";"Prim4"
"7";"9452333";"9665314";"13263";"1475228236427";"962";"";""
"5";"8549696";"9107505";"34895";"1475228236091";"2597";"";""
"6";"9107506";"9452332";"21490";"1475228236284";"2849";"";""
"9";"9797161";"9878296";"5021";"1475228238692";"537";"";""
"8";"9665315";"9797160";"8171";"1475228237927";"1394";"";""
"10";"9878297";"9929006";"3115";"1475228239354";"189";"";""
"11";"9929007";"9959432";"1887";"1475228239456";"144";"";""
"4";"7647059";"8549695";"56714";"1475228236022";"3807";"";""
"12";"9959433";"9979716";"1248";"1475228239746";"118";"";""
"13";"9979717";"9989858";"609";"1475228239850";"32";"";""
"14";"9989859";"10000000";"621";"1475228239933";"46";"";""
"3";"6186613";"7647058";"92765";"1475228235995";"5472";"";""
"2";"3823530";"6186612";"153206";"1475228235992";"7175";"";""
"1";"1";"3823529";"271574";"1475228235991";"7479";"";""
"14";"1";"10000000";"664579";"1475228235991";"7480";"true";"Prim4"
"1";"1";"3822";"530";"1475228243491";"0";"";""
"2";"3823";"6184";"274";"1475228243491";"0";"";""
"3";"6185";"7644";"166";"1475228243493";"0";"";""
"4";"7645";"8546";"96";"1475228243493";"0";"";""
"5";"8547";"9104";"63";"1475228243495";"0";"";""
"6";"9105";"9448";"41";"1475228243496";"0";"";""
"7";"9449";"9661";"23";"1475228243497";"0";"";""
"8";"9662";"9793";"15";"1475228243498";"0";"";""
"9";"9794";"9874";"10";"1475228243499";"0";"";""
"10";"9875";"9924";"5";"1475228243500";"0";"";""
"11";"9925";"9956";"4";"1475228243501";"0";"";""
"12";"9957";"9974";"2";"1475228243501";"0";"";""
"13";"9975";"9987";"0";"1475228243503";"0";"";""
"14";"9988";"9993";"0";"1475228243505";"0";"";""
"15";"9994";"10000";"0";"1475228243506";"0";"";""
"15";"1";"10000";"1229";"1475228243491";"14";"true";"Prim4"
"2";"38221";"61842";"2184";"1475228243509";"10";"";""
"1";"1";"38220";"4034";"1475228243509";"11";"";""
"3";"61843";"76441";"1302";"1475228243513";"7";"";""
"6";"91041";"94486";"308";"1475228243525";"1";"";""
"5";"85464";"91040";"486";"1475228243524";"2";"";""
"4";"76442";"85463";"799";"1475228243523";"4";"";""
"7";"94487";"96616";"190";"1475228243528";"1";"";""
"8";"96617";"97932";"110";"1475228243529";"0";"";""
"9";"97933";"98746";"67";"1475228243531";"0";"";""
"10";"98747";"99248";"47";"1475228243532";"0";"";""
"11";"99249";"99561";"25";"1475228243533";"0";"";""
"12";"99562";"99749";"18";"1475228243534";"0";"";""
"13";"99750";"99874";"12";"1475228243536";"0";"";""
"14";"99875";"99937";"6";"1475228243536";"0";"";""
"15";"99938";"100000";"4";"1475228243539";"0";"";""
"15";"1";"100000";"9592";"1475228243508";"30";"true";"Prim4"
"3";"618422";"764411";"10811";"1475228243543";"167";"";""
"4";"764412";"854636";"6640";"1475228243637";"114";"";""
"6";"910402";"944862";"2499";"1475228243741";"42";"";""
"1";"1";"382205";"32461";"1475228243542";"254";"";""
"2";"382206";"618421";"18041";"1475228243542";"259";"";""
"5";"854637";"910401";"4099";"1475228243735";"68";"";""
"9";"979324";"987468";"575";"1475228243811";"10";"";""
"7";"944863";"966165";"1521";"1475228243797";"25";"";""
"8";"966166";"979323";"955";"1475228243808";"16";"";""
"11";"992482";"995614";"222";"1475228243825";"4";"";""
"10";"987469";"992481";"357";"1475228243824";"6";"";""
"13";"997494";"998746";"91";"1475228243832";"2";"";""
"12";"995615";"997493";"140";"1475228243831";"2";"";""
"14";"998747";"999373";"46";"1475228243835";"1";"";""
"15";"999374";"1000000";"40";"1475228243836";"0";"";""
"15";"1";"1000000";"78498";"1475228243541";"302";"true";"Prim4"
"6";"9104011";"9448621";"21461";"1475228244370";"1634";"";""
"7";"9448622";"9661654";"13281";"1475228245417";"968";"";""
"5";"8546366";"9104010";"34883";"1475228244052";"2536";"";""
"8";"9661655";"9793233";"8151";"1475228246497";"631";"";""
"9";"9793234";"9874686";"5052";"1475228246722";"639";"";""
"10";"9874687";"9924812";"3082";"1475228247480";"220";"";""
"11";"9924813";"9956140";"1938";"1475228247741";"118";"";""
"12";"9956141";"9974937";"1159";"1475228247942";"130";"";""
"13";"9974938";"9987468";"757";"1475228248069";"40";"";""
"4";"7644111";"8546365";"56689";"1475228243908";"4238";"";""
"14";"9987469";"9993734";"373";"1475228248179";"25";"";""
"15";"9993735";"10000000";"387";"1475228248241";"29";"";""
"3";"6184211";"7644110";"92735";"1475228243858";"5524";"";""
"1";"1";"3822055";"271474";"1475228243845";"6974";"";""
"2";"3822056";"6184210";"153157";"1475228243845";"7143";"";""
"15";"1";"10000000";"664579";"1475228243845";"7144";"true";"Prim4"
"1";"1";"10000";"1229";"1475228417743";"1";"";""
"1";"1";"10000";"1229";"1475228417742";"2";"true";"Prim6"
"1";"1";"100000";"9592";"1475228417746";"34";"";""
"1";"1";"100000";"9592";"1475228417745";"36";"true";"Prim6"
"1";"1";"1000000";"78498";"1475228417782";"861";"";""
"1";"1";"1000000";"78498";"1475228417781";"862";"true";"Prim6"
"1";"1";"10000000";"664579";"1475228418646";"15122";"";""
"1";"1";"10000000";"664579";"1475228418645";"15124";"true";"Prim6"
"2";"6667";"10000";"370";"1475228433817";"0";"";""
"1";"1";"6666";"859";"1475228433817";"0";"";""
"2";"1";"10000";"1229";"1475228433816";"2";"true";"Prim6"
"2";"66667";"100000";"2947";"1475228433823";"15";"";""
"1";"1";"66666";"6645";"1475228433823";"17";"";""
"2";"1";"100000";"9592";"1475228433820";"20";"true";"Prim6"
"2";"666667";"1000000";"24429";"1475228433841";"303";"";""
"1";"1";"666666";"54069";"1475228433841";"380";"";""
"2";"1";"1000000";"78498";"1475228433840";"381";"true";"Prim6"
"2";"6666667";"10000000";"209198";"1475228434223";"8396";"";""
"1";"1";"6666666";"455381";"1475228434223";"10512";"";""
"2";"1";"10000000";"664579";"1475228434223";"10512";"true";"Prim6"
"3";"8334";"10000";"184";"1475228444772";"0";"";""
"2";"5001";"8333";"376";"1475228444771";"0";"";""
"1";"1";"5000";"669";"1475228444771";"0";"";""
"3";"1";"10000";"1229";"1475228444771";"2";"true";"Prim6"
"3";"83334";"100000";"1458";"1475228444775";"10";"";""
"1";"1";"50000";"5133";"1475228444775";"15";"";""
"2";"50001";"83333";"3001";"1475228444775";"16";"";""
"3";"1";"100000";"9592";"1475228444774";"17";"true";"Prim6"
"3";"833334";"1000000";"12079";"1475228444794";"247";"";""
"2";"500001";"833333";"24881";"1475228444793";"349";"";""
"1";"1";"500000";"41538";"1475228444793";"367";"";""
"3";"1";"1000000";"78498";"1475228444792";"368";"true";"Prim6"
