"Szál";"IntervallumTól";"IntervallumIg";"Megtalált prímek száma";"Indulási idõ";"Idõ";"Összefoglaló";"Módszer"
"2";"4000001";"6500000";"161611";"1475228374507";"11070";"";""
"1";"1";"4000000";"283146";"1475228374507";"11365";"";""
"6";"1";"10000000";"664579";"1475228374507";"11365";"true";"Prim4"
"4";"7879";"8787";"100";"1475228385874";"0";"";""
"5";"8788";"9393";"66";"1475228385874";"0";"";""
"3";"6364";"7878";"166";"1475228385874";"1";"";""
"2";"3940";"6363";"283";"1475228385874";"1";"";""
"6";"9394";"9696";"35";"1475228385875";"0";"";""
"1";"1";"3939";"546";"1475228385874";"1";"";""
"7";"9697";"10000";"33";"1475228385875";"0";"";""
"7";"1";"10000";"1229";"1475228385874";"1";"true";"Prim4"
"6";"93940";"96969";"269";"1475228385877";"2";"";""
"5";"87879";"93939";"531";"1475228385877";"4";"";""
"7";"96970";"100000";"260";"1475228385879";"3";"";""
"4";"78788";"87878";"805";"1475228385877";"6";"";""
"3";"63637";"78787";"1348";"1475228385875";"11";"";""
"2";"39394";"63636";"2232";"1475228385875";"21";"";""
"1";"1";"39393";"4147";"1475228385875";"26";"";""
"7";"1";"100000";"9592";"1475228385875";"26";"true";"Prim4"
"7";"969697";"1000000";"2171";"1475228385977";"68";"";""
"6";"939394";"969696";"2180";"1475228385977";"78";"";""
"5";"878788";"939393";"4416";"1475228385977";"162";"";""
"4";"787879";"878787";"6682";"1475228385905";"239";"";""
"3";"636364";"787878";"11224";"1475228385905";"331";"";""
"2";"393940";"636363";"18430";"1475228385903";"385";"";""
"1";"1";"393939";"33395";"1475228385903";"433";"";""
"7";"1";"1000000";"78498";"1475228385901";"435";"true";"Prim4"
"7";"9696970";"10000000";"18699";"1475228386338";"2606";"";""
"6";"9393940";"9696969";"18864";"1475228386372";"2708";"";""
"5";"8787879";"9393939";"37745";"1475228386338";"4685";"";""
"4";"7878788";"8787878";"57114";"1475228386338";"6033";"";""
"3";"6363637";"7878787";"96036";"1475228386338";"8149";"";""
"2";"3939394";"6363636";"156918";"1475228386338";"10588";"";""
"1";"1";"3939393";"279203";"1475228386338";"10952";"";""
"7";"1";"10000000";"664579";"1475228386338";"10953";"true";"Prim4"
"2";"3889";"6296";"280";"1475228397294";"1";"";""
"1";"1";"3888";"538";"1475228397294";"1";"";""
"5";"8704";"9259";"63";"1475228397297";"0";"";""
"4";"7778";"8703";"99";"1475228397297";"0";"";""
"6";"9260";"9629";"42";"1475228397297";"1";"";""
"3";"6297";"7777";"167";"1475228397297";"1";"";""
"8";"9815";"10000";"19";"1475228397299";"0";"";""
"7";"9630";"9814";"21";"1475228397299";"0";"";""
"8";"1";"10000";"1229";"1475228397293";"6";"true";"Prim4"
"4";"77778";"87037";"808";"1475228397302";"7";"";""
"3";"62963";"77777";"1331";"1475228397302";"10";"";""
"2";"38889";"62962";"2218";"1475228397302";"14";"";""
"7";"96297";"98148";"152";"1475228397317";"0";"";""
"8";"98149";"100000";"163";"1475228397317";"2";"";""
"6";"92593";"96296";"335";"1475228397317";"3";"";""
"5";"87038";"92592";"489";"1475228397317";"4";"";""
"1";"1";"38888";"4096";"1475228397302";"23";"";""
"8";"1";"100000";"9592";"1475228397299";"26";"true";"Prim4"
"4";"777778";"870370";"6824";"1475228397327";"208";"";""
"5";"870371";"925925";"4055";"1475228397503";"137";"";""
"3";"629630";"777777";"10992";"1475228397327";"321";"";""
"8";"981482";"1000000";"1324";"1475228397648";"32";"";""
"7";"962963";"981481";"1332";"1475228397648";"32";"";""
"6";"925926";"962962";"2662";"1475228397648";"104";"";""
"2";"388889";"629629";"18336";"1475228397327";"461";"";""
"1";"1";"388888";"32973";"1475228397327";"490";"";""
"8";"1";"1000000";"78498";"1475228397325";"493";"true";"Prim4"
"7";"9629630";"9814814";"11493";"1475228397851";"1931";"";""
"8";"9814815";"10000000";"11403";"1475228397851";"1950";"";""
"6";"9259260";"9629629";"23038";"1475228397818";"3643";"";""
"5";"8703704";"9259259";"34697";"1475228397818";"5214";"";""
"4";"7777778";"8703703";"58185";"1475228397818";"6876";"";""
"3";"6296297";"7777777";"93944";"1475228397818";"8752";"";""
"2";"3888889";"6296296";"155965";"1475228397818";"11013";"";""
"1";"1";"3888888";"275854";"1475228397818";"11383";"";""
"8";"1";"10000000";"664579";"1475228397818";"11383";"true";"Prim4"
"5";"8637";"9204";"66";"1475228409201";"0";"";""
"4";"7728";"8636";"94";"1475228409201";"0";"";""
"3";"6251";"7727";"169";"1475228409201";"0";"";""
"2";"3864";"6250";"276";"1475228409201";"0";"";""
"6";"9205";"9545";"40";"1475228409203";"0";"";""
"7";"9546";"9772";"24";"1475228409203";"0";"";""
"1";"1";"3863";"536";"1475228409201";"2";"";""
"8";"9773";"9886";"14";"1475228409203";"0";"";""
"9";"9887";"10000";"10";"1475228409203";"0";"";""
"9";"1";"10000";"1229";"1475228409201";"4";"true";"Prim4"
"6";"92046";"95454";"310";"1475228409205";"3";"";""
"5";"86364";"92045";"493";"1475228409205";"4";"";""
"3";"62500";"77272";"1318";"1475228409205";"10";"";""
"4";"77273";"86363";"805";"1475228409205";"11";"";""
"8";"97728";"98863";"93";"1475228409218";"1";"";""
"9";"98864";"100000";"105";"1475228409218";"1";"";""
"2";"38637";"62499";"2206";"1475228409205";"14";"";""
"7";"95455";"97727";"193";"1475228409218";"2";"";""
"1";"1";"38636";"4069";"1475228409205";"25";"";""
"9";"1";"100000";"9592";"1475228409205";"25";"true";"Prim4"
"4";"772728";"863636";"6671";"1475228409231";"171";"";""
"8";"977273";"988636";"799";"1475228409441";"20";"";""
"9";"988637";"1000000";"818";"1475228409441";"21";"";""
"7";"954546";"977272";"1644";"1475228409441";"47";"";""
"5";"863637";"920454";"4159";"1475228409348";"148";"";""
"3";"625001";"772727";"10952";"1475228409231";"283";"";""
"6";"920455";"954545";"2469";"1475228409441";"73";"";""
"2";"386364";"625000";"18194";"1475228409231";"376";"";""
"1";"1";"386363";"32792";"1475228409230";"412";"";""
"9";"1";"1000000";"78498";"1475228409230";"413";"true";"Prim4"
"8";"9772728";"9886363";"7026";"1475228409651";"1000";"";""
"9";"9886364";"10000000";"6991";"1475228410480";"1113";"";""
"7";"9545455";"9772727";"14151";"1475228409651";"2081";"";""
"6";"9204546";"9545454";"21228";"1475228409959";"2957";"";""
"5";"8636364";"9204545";"35463";"1475228409651";"4595";"";""
"4";"7727273";"8636363";"57096";"1475228409651";"6474";"";""
"3";"6250001";"7727272";"93808";"1475228409643";"8830";"";""
"2";"3863637";"6250000";"154606";"1475228409643";"11184";"";""
"1";"1";"3863636";"274210";"1475228409643";"11505";"";""
"9";"1";"10000000";"664579";"1475228409643";"11505";"true";"Prim4"
"5";"8602";"9160";"64";"1475228421150";"0";"";""
"4";"7693";"8601";"95";"1475228421150";"0";"";""
"3";"6224";"7692";"166";"1475228421148";"2";"";""
"2";"3847";"6223";"278";"1475228421148";"2";"";""
"6";"9161";"9510";"42";"1475228421150";"1";"";""
"7";"9511";"9720";"21";"1475228421151";"0";"";""
"1";"1";"3846";"532";"1475228421148";"3";"";""
"8";"9721";"9860";"19";"1475228421151";"0";"";""
"9";"9861";"9930";"7";"1475228421151";"0";"";""
"10";"9931";"10000";"5";"1475228421151";"0";"";""
"10";"1";"10000";"1229";"1475228421148";"3";"true";"Prim4"
"6";"91609";"95104";"312";"1475228421154";"3";"";""
"5";"86014";"91608";"493";"1475228421154";"4";"";""
"7";"95105";"97202";"185";"1475228421154";"5";"";""
"3";"62238";"76923";"1306";"1475228421151";"12";"";""
"9";"98602";"99300";"65";"1475228421163";"0";"";""
"8";"97203";"98601";"114";"1475228421163";"0";"";""
"2";"38462";"62237";"2198";"1475228421151";"17";"";""
"10";"99301";"100000";"60";"1475228421169";"1";"";""
"4";"76924";"86013";"801";"1475228421163";"10";"";""
"1";"1";"38461";"4058";"1475228421151";"26";"";""
"10";"1";"100000";"9592";"1475228421151";"26";"true";"Prim4"
"5";"860140";"916083";"4088";"1475228421181";"131";"";""
"9";"986014";"993006";"498";"1475228421328";"12";"";""
"10";"993007";"1000000";"505";"1475228421328";"14";"";""
"8";"972028";"986013";"989";"1475228421328";"26";"";""
"7";"951049";"972027";"1518";"1475228421328";"74";"";""
"4";"769231";"860139";"6680";"1475228421181";"239";"";""
"6";"916084";"951048";"2545";"1475228421328";"106";"";""
"3";"622378";"769230";"10885";"1475228421177";"306";"";""
"2";"384616";"622377";"18136";"1475228421177";"389";"";""
"1";"1";"384615";"32654";"1475228421177";"428";"";""
"10";"1";"1000000";"78498";"1475228421177";"430";"true";"Prim4"
"9";"9860140";"9930069";"4311";"1475228422872";"730";"";""
"8";"9720280";"9860139";"8687";"1475228422362";"1527";"";""
"7";"9510490";"9720279";"13043";"1475228421944";"2073";"";""
"10";"9930070";"10000000";"4290";"1475228423506";"704";"";""
"6";"9160840";"9510489";"21793";"1475228421936";"3111";"";""
"5";"8601399";"9160839";"34927";"1475228421782";"4385";"";""
"4";"7692308";"8601398";"57113";"1475228421608";"6116";"";""
"3";"6223777";"7692307";"93274";"1475228421608";"7920";"";""
"2";"3846154";"6223776";"154081";"1475228421607";"10209";"";""
"1";"1";"3846153";"273060";"1475228421607";"10747";"";""
"10";"1";"10000000";"664579";"1475228421607";"10747";"true";"Prim4"
"3";"6207";"7672";"165";"1475228432354";"0";"";""
"2";"3837";"6206";"275";"1475228432354";"0";"";""
"1";"1";"3836";"532";"1475228432354";"2";"";""
"6";"9138";"9482";"42";"1475228432356";"0";"";""
"7";"9483";"9698";"22";"1475228432356";"0";"";""
"5";"8578";"9137";"65";"1475228432356";"1";"";""
"4";"7673";"8577";"96";"1475228432356";"1";"";""
"8";"9699";"9827";"14";"1475228432357";"0";"";""
"10";"9914";"9956";"5";"1475228432357";"0";"";""
"9";"9828";"9913";"11";"1475228432357";"1";"";""
"11";"9957";"10000";"2";"1475228432358";"0";"";""
"11";"1";"10000";"1229";"1475228432354";"4";"true";"Prim4"
"5";"85776";"91379";"490";"1475228432358";"5";"";""
"4";"76725";"85775";"801";"1475228432358";"7";"";""
"6";"91380";"94827";"308";"1475228432363";"2";"";""
"3";"62069";"76724";"1305";"1475228432358";"11";"";""
"10";"99138";"99568";"34";"1475228432371";"0";"";""
"9";"98276";"99137";"82";"1475228432371";"1";"";""
"8";"96983";"98275";"103";"1475228432371";"1";"";""
"7";"94828";"96982";"191";"1475228432371";"3";"";""
"2";"38363";"62068";"2190";"1475228432358";"16";"";""
"11";"99569";"100000";"39";"1475228432374";"1";"";""
"1";"1";"38362";"4049";"1475228432358";"24";"";""
"11";"1";"100000";"9592";"1475228432358";"24";"true";"Prim4"
"8";"969828";"982758";"921";"1475228432557";"22";"";""
"10";"991380";"995689";"312";"1475228432579";"9";"";""
"9";"982759";"991379";"616";"1475228432579";"14";"";""
"11";"995690";"1000000";"311";"1475228432588";"8";"";""
"4";"767242";"857758";"6657";"1475228432383";"224";"";""
"7";"948276";"969827";"1553";"1475228432557";"77";"";""
"6";"913794";"948275";"2502";"1475228432555";"100";"";""
"5";"857759";"913793";"4098";"1475228432519";"159";"";""
"3";"620690";"767241";"10862";"1475228432383";"349";"";""
"2";"383621";"620689";"18097";"1475228432383";"438";"";""
"1";"1";"383620";"32569";"1475228432383";"472";"";""
"11";"1";"1000000";"78498";"1475228432382";"473";"true";"Prim4"
"10";"9913794";"9956896";"2668";"1475228432891";"554";"";""
"9";"9827587";"9913793";"5291";"1475228432890";"1030";"";""
"11";"9956897";"10000000";"2631";"1475228433638";"481";"";""
"8";"9698276";"9827586";"8039";"1475228432855";"1742";"";""
"7";"9482759";"9698275";"13442";"1475228432888";"2365";"";""
"6";"9137932";"9482758";"21485";"1475228432857";"3299";"";""
"5";"8577587";"9137931";"34984";"1475228432857";"4984";"";""
"4";"7672414";"8577586";"56882";"1475228432857";"6675";"";""
"3";"6206897";"7672413";"93070";"1475228432888";"8863";"";""
"2";"3836207";"6206896";"153695";"1475228432855";"10917";"";""
"1";"1";"3836206";"272392";"1475228432855";"11348";"";""
"11";"1";"10000000";"664579";"1475228432855";"11348";"true";"Prim4"
"5";"8564";"9122";"63";"1475228444204";"0";"";""
"4";"7660";"8563";"96";"1475228444204";"0";"";""
"6";"9123";"9468";"43";"1475228444204";"0";"";""
"8";"9681";"9813";"15";"1475228444204";"0";"";""
"7";"9469";"9680";"22";"1475228444204";"0";"";""
"2";"3830";"6196";"273";"1475228444204";"1";"";""
"1";"1";"3829";"531";"1475228444203";"2";"";""
"3";"6197";"7659";"167";"1475228444205";"0";"";""
"9";"9814";"9893";"10";"1475228444205";"0";"";""
"10";"9894";"9946";"6";"1475228444205";"0";"";""
"11";"9947";"9973";"3";"1475228444205";"2";"";""
"12";"9974";"10000";"0";"1475228444207";"0";"";""
"12";"1";"10000";"1229";"1475228444203";"4";"true";"Prim4"
"4";"76596";"85638";"801";"1475228444208";"6";"";""
"7";"94681";"96808";"191";"1475228444215";"1";"";""
"6";"91224";"94680";"308";"1475228444215";"1";"";""
"8";"96809";"98138";"108";"1475228444216";"2";"";""
"3";"61969";"76595";"1305";"1475228444208";"11";"";""
"11";"99469";"99734";"26";"1475228444219";"0";"";""
"12";"99735";"100000";"22";"1475228444219";"0";"";""
"10";"98937";"99468";"46";"1475228444219";"0";"";""
"9";"98139";"98936";"70";"1475228444219";"1";"";""
"2";"38298";"61968";"2187";"1475228444208";"14";"";""
"5";"85639";"91223";"487";"1475228444215";"7";"";""
"1";"1";"38297";"4041";"1475228444208";"19";"";""
"12";"1";"100000";"9592";"1475228444207";"20";"true";"Prim4"
"4";"765958";"856382";"6644";"1475228444227";"161";"";""
"5";"856383";"912234";"4108";"1475228444337";"109";"";""
"3";"619681";"765957";"10847";"1475228444227";"264";"";""
"9";"981383";"989361";"564";"1475228444491";"14";"";""
"8";"968086";"981382";"956";"1475228444491";"23";"";""
"7";"946809";"968085";"1526";"1475228444477";"37";"";""
"11";"994681";"997340";"200";"1475228444518";"4";"";""
"10";"989362";"994680";"383";"1475228444517";"10";"";""
"12";"997341";"1000000";"187";"1475228444518";"10";"";""
"6";"912235";"946808";"2497";"1475228444448";"102";"";""
"2";"382979";"619680";"18066";"1475228444227";"361";"";""
"1";"1";"382978";"32520";"1475228444227";"389";"";""
"12";"1";"1000000";"78498";"1475228444227";"390";"true";"Prim4"
"11";"9946809";"9973404";"1637";"1475228444683";"333";"";""
"12";"9973405";"10000000";"1616";"1475228444617";"423";"";""
"10";"9893618";"9946808";"3283";"1475228444682";"669";"";""
"9";"9813830";"9893617";"4922";"1475228444653";"963";"";""
"8";"9680852";"9813829";"8236";"1475228444651";"1603";"";""
"7";"9468086";"9680851";"13297";"1475228444650";"2130";"";""
"6";"9122341";"9468085";"21539";"1475228444617";"3058";"";""
"5";"8563830";"9122340";"34893";"1475228444617";"4251";"";""
"4";"7659575";"8563829";"56811";"1475228444684";"6572";"";""
"3";"6196809";"7659574";"92916";"1475228444617";"8627";"";""
"2";"3829788";"6196808";"153449";"1475228444617";"10886";"";""
"1";"1";"3829787";"271980";"1475228444617";"11379";"";""
"12";"1";"10000000";"664579";"1475228444617";"11382";"true";"Prim4"
"3";"6191";"7651";"167";"1475228456000";"2";"";""
"2";"3826";"6190";"273";"1475228456000";"2";"";""
"1";"1";"3825";"531";"1475228456000";"4";"";""
"6";"9114";"9458";"40";"1475228456007";"1";"";""
"5";"8556";"9113";"64";"1475228456007";"1";"";""
"4";"7652";"8555";"95";"1475228456007";"1";"";""
"8";"9672";"9802";"15";"1475228456010";"0";"";""
"9";"9803";"9885";"11";"1475228456010";"0";"";""
"7";"9459";"9671";"23";"1475228456008";"2";"";""
"11";"9935";"9967";"3";"1475228456011";"0";"";""
"12";"9968";"9983";"1";"1475228456011";"0";"";""
"10";"9886";"9934";"6";"1475228456011";"0";"";""
"13";"9984";"10000";"0";"1475228456015";"2";"";""
"13";"1";"10000";"1229";"1475228456000";"17";"true";"Prim4"
"3";"61905";"76518";"1305";"1475228456019";"11";"";""
"2";"38260";"61904";"2185";"1475228456019";"15";"";""
"6";"91134";"94581";"310";"1475228456037";"4";"";""
"5";"85551";"91133";"486";"1475228456037";"4";"";""
"4";"76519";"85550";"799";"1475228456037";"17";"";""
"1";"1";"38259";"4037";"1475228456019";"35";"";""
"7";"94582";"96715";"187";"1475228456052";"6";"";""
"10";"98851";"99343";"46";"1475228456059";"0";"";""
"9";"98030";"98850";"66";"1475228456059";"0";"";""
"8";"96716";"98029";"112";"1475228456059";"4";"";""
"12";"99672";"99835";"17";"1475228456067";"0";"";""
"11";"99344";"99671";"29";"1475228456067";"0";"";""
"13";"99836";"100000";"13";"1475228456070";"0";"";""
"13";"1";"100000";"9592";"1475228456019";"54";"true";"Prim4"
"8";"967160";"980295";"942";"1475228456140";"25";"";""
"11";"993432";"996715";"235";"1475228456169";"7";"";""
"10";"988506";"993431";"352";"1475228456169";"10";"";""
"9";"980296";"988505";"586";"1475228456166";"15";"";""
"7";"945813";"967159";"1531";"1475228456137";"70";"";""
"6";"911331";"945812";"2492";"1475228456137";"95";"";""
"5";"855501";"911330";"4109";"1475228456137";"114";"";""
"13";"998358";"1000000";"114";"1475228456302";"3";"";""
"12";"996716";"998357";"126";"1475228456302";"4";"";""
"4";"765189";"855500";"6640";"1475228456137";"243";"";""
"3";"619048";"765188";"10827";"1475228456080";"337";"";""
"2";"382595";"619047";"18055";"1475228456074";"398";"";""
"1";"1";"382594";"32489";"1475228456074";"428";"";""
"13";"1";"1000000";"78498";"1475228456074";"428";"true";"Prim4"
"8";"9671593";"9802955";"8139";"1475228457519";"1367";"";""
"9";"9802956";"9885057";"5068";"1475228458090";"888";"";""
"7";"9458129";"9671592";"13332";"1475228457112";"2049";"";""
"10";"9885058";"9934318";"3046";"1475228458685";"525";"";""
"11";"9934319";"9967159";"2021";"1475228459184";"238";"";""
"12";"9967160";"9983579";"998";"1475228459558";"130";"";""
"13";"9983580";"10000000";"998";"1475228459839";"118";"";""
"6";"9113301";"9458128";"21483";"1475228456800";"3193";"";""
"5";"8555009";"9113300";"34869";"1475228456578";"4311";"";""
"4";"7651889";"8555008";"56770";"1475228456505";"6073";"";""
"3";"6190477";"7651888";"92823";"1475228456504";"7971";"";""
"2";"3825945";"6190476";"153296";"1475228456504";"10133";"";""
"1";"1";"3825944";"271736";"1475228456504";"10459";"";""
"13";"1";"10000000";"664579";"1475228456502";"10463";"true";"Prim4"
"4";"7648";"8549";"96";"1475228466967";"0";"";""
"2";"3824";"6186";"273";"1475228466967";"0";"";""
"3";"6187";"7647";"166";"1475228466967";"0";"";""
"1";"1";"3823";"531";"1475228466966";"4";"";""
"5";"8550";"9107";"63";"1475228466974";"0";"";""
"7";"9453";"9665";"23";"1475228466977";"0";"";""
"8";"9666";"9797";"15";"1475228466977";"0";"";""
"6";"9108";"9452";"41";"1475228466977";"1";"";""
"10";"9879";"9929";"6";"1475228466980";"0";"";""
"9";"9798";"9878";"10";"1475228466980";"1";"";""
"11";"9930";"9959";"3";"1475228466985";"0";"";""
"13";"9980";"9989";"0";"1475228466989";"0";"";""
"12";"9960";"9979";"2";"1475228466989";"0";"";""
"14";"9990";"10000";"0";"1475228466989";"0";"";""
"14";"1";"10000";"1229";"1475228466966";"27";"true";"Prim4"
"4";"76471";"85496";"800";"1475228466996";"6";"";""
"3";"61867";"76470";"1301";"1475228466996";"10";"";""
"5";"85497";"91075";"484";"1475228467002";"5";"";""
"2";"38236";"61866";"2185";"1475228466995";"16";"";""
"8";"96654";"97971";"112";"1475228467018";"1";"";""
"7";"94524";"96653";"190";"1475228467018";"1";"";""
"6";"91076";"94523";"309";"1475228467017";"9";"";""
"1";"1";"38235";"4035";"1475228466995";"34";"";""
"11";"99291";"99594";"24";"1475228467030";"0";"";""
"12";"99595";"99797";"18";"1475228467030";"0";"";""
"10";"98783";"99290";"50";"1475228467030";"0";"";""
"9";"97972";"98782";"66";"1475228467030";"0";"";""
"13";"99798";"99898";"10";"1475228467032";"0";"";""
"14";"99899";"100000";"8";"1475228467033";"0";"";""
"14";"1";"100000";"9592";"1475228466993";"42";"true";"Prim4"
"9";"979717";"987829";"572";"1475228467105";"16";"";""
"8";"966532";"979716";"945";"1475228467105";"23";"";""
"10";"987830";"992900";"362";"1475228467122";"9";"";""
"7";"945234";"966531";"1533";"1475228467105";"105";"";""
"6";"910751";"945233";"2499";"1475228467105";"113";"";""
"5";"854970";"910750";"4101";"1475228467105";"200";"";""
"4";"764706";"854969";"6641";"1475228467037";"302";"";""
"14";"998986";"1000000";"66";"1475228467376";"3";"";""
"13";"997972";"998985";"75";"1475228467376";"3";"";""
"12";"995944";"997971";"155";"1475228467376";"4";"";""
"11";"992901";"995943";"217";"1475228467376";"7";"";""
"3";"618662";"764705";"10814";"1475228467037";"427";"";""
"2";"382353";"618661";"18048";"1475228467037";"496";"";""
"1";"1";"382352";"32470";"1475228467037";"619";"";""
"14";"1";"1000000";"78498";"1475228467037";"621";"true";"Prim4"
"8";"9665315";"9797160";"8171";"1475228467785";"1636";"";""
"9";"9797161";"9878296";"5021";"1475228468506";"930";"";""
"10";"9878297";"9929006";"3115";"1475228469199";"554";"";""
"11";"9929007";"9959432";"1887";"1475228469790";"287";"";""
"7";"9452333";"9665314";"13263";"1475228467781";"2421";"";""
"12";"9959433";"9979716";"1248";"1475228470216";"169";"";""
"13";"9979717";"9989858";"609";"1475228470562";"86";"";""
"14";"9989859";"10000000";"621";"1475228471012";"82";"";""
"6";"9107506";"9452332";"21490";"1475228467781";"3478";"";""
"5";"8549696";"9107505";"34895";"1475228467781";"5097";"";""
"4";"7647059";"8549695";"56714";"1475228467781";"6920";"";""
"3";"6186613";"7647058";"92765";"1475228467660";"8899";"";""
"2";"3823530";"6186612";"153206";"1475228467660";"11013";"";""
"1";"1";"3823529";"271574";"1475228467660";"11168";"";""
"14";"1";"10000000";"664579";"1475228467660";"11169";"true";"Prim4"
"6";"9105";"9448";"41";"1475228478831";"0";"";""
"3";"6185";"7644";"166";"1475228478829";"2";"";""
"5";"8547";"9104";"63";"1475228478831";"0";"";""
"2";"3823";"6184";"274";"1475228478829";"2";"";""
"4";"7645";"8546";"96";"1475228478831";"0";"";""
"1";"1";"3822";"530";"1475228478829";"3";"";""
"7";"9449";"9661";"23";"1475228478832";"0";"";""
"8";"9662";"9793";"15";"1475228478833";"2";"";""
"9";"9794";"9874";"10";"1475228478835";"0";"";""
"10";"9875";"9924";"5";"1475228478836";"0";"";""
"11";"9925";"9956";"4";"1475228478836";"0";"";""
"12";"9957";"9974";"2";"1475228478836";"0";"";""
"13";"9975";"9987";"0";"1475228478838";"0";"";""
"14";"9988";"9993";"0";"1475228478838";"0";"";""
"15";"9994";"10000";"0";"1475228478840";"0";"";""
"15";"1";"10000";"1229";"1475228478829";"13";"true";"Prim4"
"4";"76442";"85463";"799";"1475228478843";"6";"";""
"3";"61843";"76441";"1302";"1475228478843";"10";"";""
"7";"94487";"96616";"190";"1475228478851";"3";"";""
"6";"91041";"94486";"308";"1475228478851";"4";"";""
"11";"99249";"99561";"25";"1475228478857";"1";"";""
"10";"98747";"99248";"47";"1475228478857";"1";"";""
"9";"97933";"98746";"67";"1475228478857";"1";"";""
"2";"38221";"61842";"2184";"1475228478843";"15";"";""
"8";"96617";"97932";"110";"1475228478857";"3";"";""
"13";"99750";"99874";"12";"1475228478860";"1";"";""
"14";"99875";"99937";"6";"1475228478860";"1";"";""
"12";"99562";"99749";"18";"1475228478860";"1";"";""
"5";"85464";"91040";"486";"1475228478851";"10";"";""
"15";"99938";"100000";"4";"1475228478862";"0";"";""
"1";"1";"38220";"4034";"1475228478843";"23";"";""
"15";"1";"100000";"9592";"1475228478842";"24";"true";"Prim4"
"9";"979324";"987468";"575";"1475228478903";"16";"";""
"8";"966166";"979323";"955";"1475228478902";"23";"";""
"10";"987469";"992481";"357";"1475228478921";"10";"";""
"13";"997494";"998746";"91";"1475228478868";"66";"";""
"6";"910402";"944862";"2499";"1475228478868";"97";"";""
"7";"944863";"966165";"1521";"1475228478901";"68";"";""
"5";"854637";"910401";"4099";"1475228478868";"145";"";""
"14";"998747";"999373";"46";"1475228479039";"0";"";""
"12";"995615";"997493";"140";"1475228479039";"3";"";""
"11";"992482";"995614";"222";"1475228479039";"9";"";""
"4";"764412";"854636";"6640";"1475228478868";"204";"";""
"15";"999374";"1000000";"40";"1475228479083";"2";"";""
"3";"618422";"764411";"10811";"1475228479039";"230";"";""
"2";"382206";"618421";"18041";"1475228478868";"414";"";""
"1";"1";"382205";"32461";"1475228478868";"440";"";""
"15";"1";"1000000";"78498";"1475228478866";"442";"true";"Prim4"
"9";"9793234";"9874686";"5052";"1475228479382";"980";"";""
"10";"9874687";"9924812";"3082";"1475228480103";"550";"";""
"8";"9661655";"9793233";"8151";"1475228479382";"1479";"";""
"11";"9924813";"9956140";"1938";"1475228480813";"348";"";""
"12";"9956141";"9974937";"1159";"1475228481375";"198";"";""
"7";"9448622";"9661654";"13281";"1475228479382";"2253";"";""
"13";"9974938";"9987468";"757";"1475228481764";"70";"";""
"14";"9987469";"9993734";"373";"1475228482094";"28";"";""
"15";"9993735";"10000000";"387";"1475228482458";"26";"";""
"6";"9104011";"9448621";"21461";"1475228479382";"3324";"";""
"5";"8546366";"9104010";"34883";"1475228479382";"4893";"";""
"4";"7644111";"8546365";"56689";"1475228479310";"6556";"";""
"3";"6184211";"7644110";"92735";"1475228479310";"8892";"";""
"2";"3822056";"6184210";"153157";"1475228479310";"11207";"";""
"1";"1";"3822055";"271474";"1475228479308";"11475";"";""
"15";"1";"10000000";"664579";"1475228479308";"11475";"true";"Prim4"
"1";"1";"10000";"1229";"1475229025337";"4";"";""
"1";"1";"10000";"1229";"1475229025337";"4";"true";"Prim6"
"1";"1";"100000";"9592";"1475229025343";"46";"";""
"1";"1";"100000";"9592";"1475229025341";"48";"true";"Prim6"
"1";"1";"1000000";"78498";"1475229025391";"1030";"";""
"1";"1";"1000000";"78498";"1475229025391";"1030";"true";"Prim6"
"1";"1";"10000000";"664579";"1475229026424";"26919";"";""
"1";"1";"10000000";"664579";"1475229026424";"26923";"true";"Prim6"
"2";"6667";"10000";"370";"1475229053350";"0";"";""
"1";"1";"6666";"859";"1475229053349";"2";"";""
"2";"1";"10000";"1229";"1475229053347";"4";"true";"Prim6"
"2";"66667";"100000";"2947";"1475229053354";"24";"";""
"1";"1";"66666";"6645";"1475229053354";"50";"";""
"2";"1";"100000";"9592";"1475229053353";"52";"true";"Prim6"
"2";"666667";"1000000";"24429";"1475229053413";"588";"";""
"1";"1";"666666";"54069";"1475229053413";"833";"";""
"2";"1";"1000000";"78498";"1475229053410";"836";"true";"Prim6"
"2";"6666667";"10000000";"209198";"1475229054249";"13053";"";""
"1";"1";"6666666";"455381";"1475229054249";"16458";"";""
"2";"1";"10000000";"664579";"1475229054248";"16461";"true";"Prim6"
"3";"8334";"10000";"184";"1475229070711";"0";"";""
"2";"5001";"8333";"376";"1475229070710";"3";"";""
"1";"1";"5000";"669";"1475229070710";"4";"";""
"3";"1";"10000";"1229";"1475229070710";"4";"true";"Prim6"
"3";"83334";"100000";"1458";"1475229070717";"12";"";""
"2";"50001";"83333";"3001";"1475229070717";"22";"";""
"1";"1";"50000";"5133";"1475229070717";"27";"";""
"3";"1";"100000";"9592";"1475229070716";"30";"true";"Prim6"
"3";"833334";"1000000";"12079";"1475229070747";"321";"";""
"2";"500001";"833333";"24881";"1475229070747";"526";"";""
"1";"1";"500000";"41538";"1475229070747";"537";"";""
"3";"1";"1000000";"78498";"1475229070747";"538";"true";"Prim6"
"3";"8333334";"10000000";"103889";"1475229071295";"7688";"";""
"1";"1";"5000000";"348513";"1475229071287";"12269";"";""
