"Szál";"IntervallumTól";"IntervallumIg";"Megtalált prímek száma";"Indulási idő";"Idő";"Összefoglaló";"Módszer"
"8";"9814815";"10000000";"11403";"1475232550447";"942";"";""
"6";"9259260";"9629629";"23038";"1475232549996";"1796";"";""
"5";"8703704";"9259259";"34697";"1475232549885";"2490";"";""
"4";"7777778";"8703703";"58185";"1475232549783";"3614";"";""
"3";"6296297";"7777777";"93944";"1475232549725";"4873";"";""
"2";"3888889";"6296296";"155965";"1475232549676";"6439";"";""
"1";"1";"3888888";"275854";"1475232549654";"6606";"";""
"8";"1";"10000000";"664579";"1475232549651";"6610";"true";"Prim4"
"1";"1";"3863";"536";"1475232556287";"1";"";""
"2";"3864";"6250";"276";"1475232556289";"1";"";""
"3";"6251";"7727";"169";"1475232556291";"0";"";""
"4";"7728";"8636";"94";"1475232556298";"0";"";""
"5";"8637";"9204";"66";"1475232556299";"0";"";""
"6";"9205";"9545";"40";"1475232556299";"1";"";""
"7";"9546";"9772";"24";"1475232556300";"0";"";""
"8";"9773";"9886";"14";"1475232556301";"1";"";""
"9";"9887";"10000";"10";"1475232556303";"0";"";""
"9";"1";"10000";"1229";"1475232556286";"18";"true";"Prim4"
"2";"38637";"62499";"2206";"1475232556306";"9";"";""
"1";"1";"38636";"4069";"1475232556305";"13";"";""
"3";"62500";"77272";"1318";"1475232556317";"6";"";""
"4";"77273";"86363";"805";"1475232556326";"7";"";""
"5";"86364";"92045";"493";"1475232556329";"9";"";""
"6";"92046";"95454";"310";"1475232556338";"2";"";""
"7";"95455";"97727";"193";"1475232556340";"3";"";""
"8";"97728";"98863";"93";"1475232556346";"1";"";""
"9";"98864";"100000";"105";"1475232556348";"0";"";""
"9";"1";"100000";"9592";"1475232556305";"44";"true";"Prim4"
"3";"625001";"772727";"10952";"1475232556399";"124";"";""
"4";"772728";"863636";"6671";"1475232556432";"98";"";""
"5";"863637";"920454";"4159";"1475232556502";"58";"";""
"2";"386364";"625000";"18194";"1475232556364";"218";"";""
"6";"920455";"954545";"2469";"1475232556545";"27";"";""
"1";"1";"386363";"32792";"1475232556360";"217";"";""
"7";"954546";"977272";"1644";"1475232556579";"23";"";""
"8";"977273";"988636";"799";"1475232556590";"11";"";""
"9";"988637";"1000000";"818";"1475232556603";"11";"";""
"9";"1";"1000000";"78498";"1475232556356";"258";"true";"Prim4"
"8";"9772728";"9886363";"7026";"1475232557032";"546";"";""
"9";"9886364";"10000000";"6991";"1475232557173";"523";"";""
"7";"9545455";"9772727";"14151";"1475232556950";"961";"";""
"6";"9204546";"9545454";"21228";"1475232556830";"1484";"";""
"5";"8636364";"9204545";"35463";"1475232556743";"2097";"";""
"4";"7727273";"8636363";"57096";"1475232556681";"2948";"";""
"3";"6250001";"7727272";"93808";"1475232556638";"4167";"";""
"2";"3863637";"6250000";"154606";"1475232556617";"5333";"";""
"1";"1";"3863636";"274210";"1475232556617";"5398";"";""
"9";"1";"10000000";"664579";"1475232556615";"5400";"true";"Prim4"
"1";"1";"3846";"532";"1475232562076";"0";"";""
"3";"6224";"7692";"166";"1475232562076";"1";"";""
"4";"7693";"8601";"95";"1475232562079";"0";"";""
"5";"8602";"9160";"64";"1475232562080";"0";"";""
"2";"3847";"6223";"278";"1475232562076";"0";"";""
"6";"9161";"9510";"42";"1475232562080";"0";"";""
"7";"9511";"9720";"21";"1475232562082";"0";"";""
"8";"9721";"9860";"19";"1475232562083";"0";"";""
"9";"9861";"9930";"7";"1475232562083";"1";"";""
"10";"9931";"10000";"5";"1475232562084";"0";"";""
"10";"1";"10000";"1229";"1475232562075";"11";"true";"Prim4"
"3";"62238";"76923";"1306";"1475232562088";"6";"";""
"1";"1";"38461";"4058";"1475232562087";"10";"";""
"2";"38462";"62237";"2198";"1475232562088";"10";"";""
"4";"76924";"86013";"801";"1475232562096";"3";"";""
"5";"86014";"91608";"493";"1475232562098";"2";"";""
"6";"91609";"95104";"312";"1475232562099";"1";"";""
"7";"95105";"97202";"185";"1475232562099";"1";"";""
"8";"97203";"98601";"114";"1475232562101";"0";"";""
"9";"98602";"99300";"65";"1475232562103";"1";"";""
"10";"99301";"100000";"60";"1475232562104";"0";"";""
"10";"1";"100000";"9592";"1475232562087";"18";"true";"Prim4"
"4";"769231";"860139";"6680";"1475232562113";"114";"";""
"5";"860140";"916083";"4088";"1475232562166";"69";"";""
"3";"622378";"769230";"10885";"1475232562113";"129";"";""
"7";"951049";"972027";"1518";"1475232562246";"16";"";""
"6";"916084";"951048";"2545";"1475232562227";"28";"";""
"9";"986014";"993006";"498";"1475232562268";"7";"";""
"8";"972028";"986013";"989";"1475232562264";"12";"";""
"10";"993007";"1000000";"505";"1475232562278";"7";"";""
"2";"384616";"622377";"18136";"1475232562107";"193";"";""
"1";"1";"384615";"32654";"1475232562107";"213";"";""
"10";"1";"1000000";"78498";"1475232562106";"215";"true";"Prim4"
"9";"9860140";"9930069";"4311";"1475232562936";"305";"";""
"8";"9720280";"9860139";"8687";"1475232562690";"606";"";""
"10";"9930070";"10000000";"4290";"1475232563091";"400";"";""
"7";"9510490";"9720279";"13043";"1475232562578";"941";"";""
"6";"9160840";"9510489";"21793";"1475232562466";"1412";"";""
"5";"8601399";"9160839";"34927";"1475232562382";"2081";"";""
"4";"7692308";"8601398";"57113";"1475232562346";"2956";"";""
"3";"6223777";"7692307";"93274";"1475232562332";"4071";"";""
"2";"3846154";"6223776";"154081";"1475232562322";"5291";"";""
"1";"1";"3846153";"273060";"1475232562322";"5488";"";""
"10";"1";"10000000";"664579";"1475232562322";"5489";"true";"Prim4"
"1";"1";"3836";"532";"1475232567872";"1";"";""
"2";"3837";"6206";"275";"1475232567873";"0";"";""
"3";"6207";"7672";"165";"1475232567875";"1";"";""
"4";"7673";"8577";"96";"1475232567877";"1";"";""
"6";"9138";"9482";"42";"1475232567879";"0";"";""
"5";"8578";"9137";"65";"1475232567879";"0";"";""
"7";"9483";"9698";"22";"1475232567880";"0";"";""
"8";"9699";"9827";"14";"1475232567882";"0";"";""
"9";"9828";"9913";"11";"1475232567883";"0";"";""
"10";"9914";"9956";"5";"1475232567884";"0";"";""
"11";"9957";"10000";"2";"1475232567885";"0";"";""
"11";"1";"10000";"1229";"1475232567872";"14";"true";"Prim4"
"1";"1";"38362";"4049";"1475232567888";"9";"";""
"2";"38363";"62068";"2190";"1475232567889";"10";"";""
"4";"76725";"85775";"801";"1475232567899";"4";"";""
"3";"62069";"76724";"1305";"1475232567899";"5";"";""
"5";"85776";"91379";"490";"1475232567903";"2";"";""
"6";"91380";"94827";"308";"1475232567906";"1";"";""
"7";"94828";"96982";"191";"1475232567909";"2";"";""
"8";"96983";"98275";"103";"1475232567913";"0";"";""
"9";"98276";"99137";"82";"1475232567913";"1";"";""
"10";"99138";"99568";"34";"1475232567914";"1";"";""
"11";"99569";"100000";"39";"1475232567916";"0";"";""
"11";"1";"100000";"9592";"1475232567888";"29";"true";"Prim4"
"4";"767242";"857758";"6657";"1475232567977";"94";"";""
"3";"620690";"767241";"10862";"1475232567955";"155";"";""
"5";"857759";"913793";"4098";"1475232568038";"56";"";""
"2";"383621";"620689";"18097";"1475232567920";"224";"";""
"6";"913794";"948275";"2502";"1475232568098";"35";"";""
"8";"969828";"982758";"921";"1475232568150";"11";"";""
"7";"948276";"969827";"1553";"1475232568146";"18";"";""
"9";"982759";"991379";"616";"1475232568166";"8";"";""
"10";"991380";"995689";"312";"1475232568171";"6";"";""
"1";"1";"383620";"32569";"1475232567919";"259";"";""
"11";"995690";"1000000";"311";"1475232568179";"4";"";""
"11";"1";"1000000";"78498";"1475232567919";"264";"true";"Prim4"
"9";"9827587";"9913793";"5291";"1475232568781";"449";"";""
"8";"9698276";"9827586";"8039";"1475232568614";"639";"";""
"11";"9956897";"10000000";"2631";"1475232569172";"203";"";""
"10";"9913794";"9956896";"2668";"1475232568992";"284";"";""
"7";"9482759";"9698275";"13442";"1475232568550";"1068";"";""
"6";"9137932";"9482758";"21485";"1475232568444";"1534";"";""
"5";"8577587";"9137931";"34984";"1475232568325";"2337";"";""
"4";"7672414";"8577586";"56882";"1475232568255";"3333";"";""
"3";"6206897";"7672413";"93070";"1475232568216";"4507";"";""
"2";"3836207";"6206896";"153695";"1475232568190";"5740";"";""
"1";"1";"3836206";"272392";"1475232568187";"5936";"";""
"11";"1";"10000000";"664579";"1475232568187";"5937";"true";"Prim4"
"2";"3830";"6196";"273";"1475232574194";"0";"";""
"1";"1";"3829";"531";"1475232574193";"2";"";""
"3";"6197";"7659";"167";"1475232574196";"0";"";""
"5";"8564";"9122";"63";"1475232574202";"0";"";""
"4";"7660";"8563";"96";"1475232574196";"0";"";""
"6";"9123";"9468";"43";"1475232574211";"0";"";""
"7";"9469";"9680";"22";"1475232574211";"0";"";""
"8";"9681";"9813";"15";"1475232574212";"0";"";""
"9";"9814";"9893";"10";"1475232574213";"0";"";""
"10";"9894";"9946";"6";"1475232574214";"0";"";""
"11";"9947";"9973";"3";"1475232574217";"0";"";""
"12";"9974";"10000";"0";"1475232574218";"0";"";""
"12";"1";"10000";"1229";"1475232574193";"25";"true";"Prim4"
"1";"1";"38297";"4041";"1475232574221";"9";"";""
"2";"38298";"61968";"2187";"1475232574221";"9";"";""
"3";"61969";"76595";"1305";"1475232574228";"5";"";""
"4";"76596";"85638";"801";"1475232574232";"4";"";""
"5";"85639";"91223";"487";"1475232574236";"2";"";""
"6";"91224";"94680";"308";"1475232574237";"1";"";""
"7";"94681";"96808";"191";"1475232574239";"1";"";""
"8";"96809";"98138";"108";"1475232574240";"1";"";""
"9";"98139";"98936";"70";"1475232574243";"0";"";""
"10";"98937";"99468";"46";"1475232574244";"0";"";""
"11";"99469";"99734";"26";"1475232574245";"0";"";""
"12";"99735";"100000";"22";"1475232574246";"0";"";""
"12";"1";"100000";"9592";"1475232574220";"27";"true";"Prim4"
"3";"619681";"765957";"10847";"1475232574266";"111";"";""
"5";"856383";"912234";"4108";"1475232574338";"48";"";""
"4";"765958";"856382";"6644";"1475232574286";"103";"";""
"6";"912235";"946808";"2497";"1475232574389";"35";"";""
"2";"382979";"619680";"18066";"1475232574249";"202";"";""
"8";"968086";"981382";"956";"1475232574453";"24";"";""
"7";"946809";"968085";"1526";"1475232574444";"20";"";""
"1";"1";"382978";"32520";"1475232574249";"237";"";""
"9";"981383";"989361";"564";"1475232574478";"8";"";""
"10";"989362";"994680";"383";"1475232574487";"5";"";""
"12";"997341";"1000000";"187";"1475232574492";"4";"";""
"11";"994681";"997340";"200";"1475232574489";"2";"";""
"12";"1";"1000000";"78498";"1475232574248";"249";"true";"Prim4"
"9";"9813830";"9893617";"4922";"1475232575238";"394";"";""
"11";"9946809";"9973404";"1637";"1475232575670";"95";"";""
"10";"9893618";"9946808";"3283";"1475232575453";"294";"";""
"8";"9680852";"9813829";"8236";"1475232575032";"669";"";""
"7";"9468086";"9680851";"13297";"1475232574829";"988";"";""
"12";"9973405";"10000000";"1616";"1475232575819";"114";"";""
"6";"9122341";"9468085";"21539";"1475232574716";"1555";"";""
"5";"8563830";"9122340";"34893";"1475232574619";"2360";"";""
"4";"7659575";"8563829";"56811";"1475232574552";"3287";"";""
"3";"6196809";"7659574";"92916";"1475232574518";"4274";"";""
"2";"3829788";"6196808";"153449";"1475232574501";"5427";"";""
"1";"1";"3829787";"271980";"1475232574500";"5696";"";""
"12";"1";"10000000";"664579";"1475232574499";"5697";"true";"Prim4"
"1";"1";"3825";"531";"1475232580216";"0";"";""
"2";"3826";"6190";"273";"1475232580216";"0";"";""
"3";"6191";"7651";"167";"1475232580216";"0";"";""
"4";"7652";"8555";"95";"1475232580218";"1";"";""
"5";"8556";"9113";"64";"1475232580220";"0";"";""
"6";"9114";"9458";"40";"1475232580221";"0";"";""
"7";"9459";"9671";"23";"1475232580221";"0";"";""
"8";"9672";"9802";"15";"1475232580221";"0";"";""
"9";"9803";"9885";"11";"1475232580223";"0";"";""
"10";"9886";"9934";"6";"1475232580224";"0";"";""
"11";"9935";"9967";"3";"1475232580226";"0";"";""
"12";"9968";"9983";"1";"1475232580227";"0";"";""
"13";"9984";"10000";"0";"1475232580229";"0";"";""
"13";"1";"10000";"1229";"1475232580216";"19";"true";"Prim4"
"1";"1";"38259";"4037";"1475232580239";"9";"";""
"2";"38260";"61904";"2185";"1475232580240";"9";"";""
"3";"61905";"76518";"1305";"1475232580243";"7";"";""
"6";"91134";"94581";"310";"1475232580251";"2";"";""
"4";"76519";"85550";"799";"1475232580249";"4";"";""
"7";"94582";"96715";"187";"1475232580254";"1";"";""
"5";"85551";"91133";"486";"1475232580250";"3";"";""
"8";"96716";"98029";"112";"1475232580256";"1";"";""
"9";"98030";"98850";"66";"1475232580257";"0";"";""
"10";"98851";"99343";"46";"1475232580258";"2";"";""
"11";"99344";"99671";"29";"1475232580261";"0";"";""
"12";"99672";"99835";"17";"1475232580261";"0";"";""
"13";"99836";"100000";"13";"1475232580262";"0";"";""
"13";"1";"100000";"9592";"1475232580236";"27";"true";"Prim4"
"4";"765189";"855500";"6640";"1475232580277";"93";"";""
"5";"855501";"911330";"4109";"1475232580317";"64";"";""
"3";"619048";"765188";"10827";"1475232580266";"153";"";""
"6";"911331";"945812";"2492";"1475232580387";"30";"";""
"7";"945813";"967159";"1531";"1475232580418";"22";"";""
"8";"967160";"980295";"942";"1475232580431";"12";"";""
"9";"980296";"988505";"586";"1475232580443";"9";"";""
"10";"988506";"993431";"352";"1475232580451";"5";"";""
"11";"993432";"996715";"235";"1475232580461";"5";"";""
"12";"996716";"998357";"126";"1475232580467";"3";"";""
"1";"1";"382594";"32489";"1475232580265";"205";"";""
"13";"998358";"1000000";"114";"1475232580472";"2";"";""
"2";"382595";"619047";"18055";"1475232580265";"229";"";""
"13";"1";"1000000";"78498";"1475232580265";"230";"true";"Prim4"
"8";"9671593";"9802955";"8139";"1475232580796";"595";"";""
"9";"9802956";"9885057";"5068";"1475232581043";"392";"";""
"11";"9934319";"9967159";"2021";"1475232581452";"93";"";""
"10";"9885058";"9934318";"3046";"1475232581244";"311";"";""
"13";"9983580";"10000000";"998";"1475232581685";"33";"";""
"12";"9967160";"9983579";"998";"1475232581578";"32";"";""
"7";"9458129";"9671592";"13332";"1475232580711";"1013";"";""
"6";"9113301";"9458128";"21483";"1475232580611";"1495";"";""
"5";"8555009";"9113300";"34869";"1475232580535";"2118";"";""
"4";"7651889";"8555008";"56770";"1475232580502";"3174";"";""
"3";"6190477";"7651888";"92823";"1475232580496";"4162";"";""
"2";"3825945";"6190476";"153296";"1475232580496";"5169";"";""
"1";"1";"3825944";"271736";"1475232580496";"5391";"";""
"13";"1";"10000000";"664579";"1475232580495";"5393";"true";"Prim4"
"1";"1";"3823";"531";"1475232585915";"0";"";""
"2";"3824";"6186";"273";"1475232585919";"0";"";""
"4";"7648";"8549";"96";"1475232585919";"0";"";""
"5";"8550";"9107";"63";"1475232585919";"0";"";""
"3";"6187";"7647";"166";"1475232585919";"0";"";""
"6";"9108";"9452";"41";"1475232585920";"1";"";""
"7";"9453";"9665";"23";"1475232585923";"0";"";""
"8";"9666";"9797";"15";"1475232585923";"0";"";""
"9";"9798";"9878";"10";"1475232585924";"0";"";""
"10";"9879";"9929";"6";"1475232585926";"0";"";""
"11";"9930";"9959";"3";"1475232585928";"0";"";""
"12";"9960";"9979";"2";"1475232585929";"0";"";""
"13";"9980";"9989";"0";"1475232585930";"0";"";""
"14";"9990";"10000";"0";"1475232585931";"0";"";""
"14";"1";"10000";"1229";"1475232585913";"19";"true";"Prim4"
"2";"38236";"61866";"2185";"1475232585933";"8";"";""
"3";"61867";"76470";"1301";"1475232585936";"8";"";""
"1";"1";"38235";"4035";"1475232585933";"13";"";""
"4";"76471";"85496";"800";"1475232585943";"4";"";""
"6";"91076";"94523";"309";"1475232585947";"2";"";""
"5";"85497";"91075";"484";"1475232585946";"3";"";""
"7";"94524";"96653";"190";"1475232585951";"0";"";""
"8";"96654";"97971";"112";"1475232585951";"1";"";""
"9";"97972";"98782";"66";"1475232585954";"1";"";""
"10";"98783";"99290";"50";"1475232585958";"1";"";""
"11";"99291";"99594";"24";"1475232585959";"0";"";""
"12";"99595";"99797";"18";"1475232585960";"0";"";""
"13";"99798";"99898";"10";"1475232585960";"0";"";""
"14";"99899";"100000";"8";"1475232585961";"0";"";""
"14";"1";"100000";"9592";"1475232585932";"30";"true";"Prim4"
"4";"764706";"854969";"6641";"1475232585983";"88";"";""
"5";"854970";"910750";"4101";"1475232586018";"60";"";""
"3";"618662";"764705";"10814";"1475232585964";"131";"";""
"6";"910751";"945233";"2499";"1475232586070";"28";"";""
"8";"966532";"979716";"945";"1475232586123";"11";"";""
"2";"382353";"618661";"18048";"1475232585964";"173";"";""
"7";"945234";"966531";"1533";"1475232586098";"24";"";""
"9";"979717";"987829";"572";"1475232586132";"10";"";""
"11";"992901";"995943";"217";"1475232586141";"5";"";""
"10";"987830";"992900";"362";"1475232586138";"6";"";""
"12";"995944";"997971";"155";"1475232586147";"2";"";""
"13";"997972";"998985";"75";"1475232586148";"1";"";""
"14";"998986";"1000000";"66";"1475232586150";"0";"";""
"1";"1";"382352";"32470";"1475232585964";"199";"";""
"14";"1";"1000000";"78498";"1475232585963";"200";"true";"Prim4"
"8";"9665315";"9797160";"8171";"1475232586490";"680";"";""
"9";"9797161";"9878296";"5021";"1475232586793";"453";"";""
"11";"9929007";"9959432";"1887";"1475232587187";"124";"";""
"10";"9878297";"9929006";"3115";"1475232586980";"221";"";""
"13";"9979717";"9989858";"609";"1475232587496";"20";"";""
"7";"9452333";"9665314";"13263";"1475232586409";"1114";"";""
"14";"9989859";"10000000";"621";"1475232587658";"21";"";""
"12";"9959433";"9979716";"1248";"1475232587379";"115";"";""
"6";"9107506";"9452332";"21490";"1475232586298";"1599";"";""
"5";"8549696";"9107505";"34895";"1475232586214";"2147";"";""
"4";"7647059";"8549695";"56714";"1475232586202";"3204";"";""
"3";"6186613";"7647058";"92765";"1475232586165";"4300";"";""
"2";"3823530";"6186612";"153206";"1475232586165";"5787";"";""
"1";"1";"3823529";"271574";"1475232586164";"6002";"";""
"14";"1";"10000000";"664579";"1475232586164";"6003";"true";"Prim4"
"1";"1";"3822";"530";"1475232592221";"0";"";""
"2";"3823";"6184";"274";"1475232592222";"0";"";""
"3";"6185";"7644";"166";"1475232592224";"0";"";""
"4";"7645";"8546";"96";"1475232592224";"1";"";""
"5";"8547";"9104";"63";"1475232592225";"0";"";""
"6";"9105";"9448";"41";"1475232592227";"0";"";""
"7";"9449";"9661";"23";"1475232592228";"0";"";""
"8";"9662";"9793";"15";"1475232592229";"0";"";""
"9";"9794";"9874";"10";"1475232592230";"0";"";""
"10";"9875";"9924";"5";"1475232592232";"0";"";""
"11";"9925";"9956";"4";"1475232592232";"0";"";""
"12";"9957";"9974";"2";"1475232592233";"0";"";""
"13";"9975";"9987";"0";"1475232592233";"0";"";""
"14";"9988";"9993";"0";"1475232592235";"0";"";""
"15";"9994";"10000";"0";"1475232592236";"0";"";""
"15";"1";"10000";"1229";"1475232592221";"16";"true";"Prim4"
"2";"38221";"61842";"2184";"1475232592239";"8";"";""
"1";"1";"38220";"4034";"1475232592238";"10";"";""
"4";"76442";"85463";"799";"1475232592250";"3";"";""
"3";"61843";"76441";"1302";"1475232592248";"6";"";""
"5";"85464";"91040";"486";"1475232592254";"4";"";""
"6";"91041";"94486";"308";"1475232592258";"2";"";""
"7";"94487";"96616";"190";"1475232592259";"2";"";""
"8";"96617";"97932";"110";"1475232592261";"0";"";""
"9";"97933";"98746";"67";"1475232592261";"1";"";""
"10";"98747";"99248";"47";"1475232592264";"0";"";""
"11";"99249";"99561";"25";"1475232592265";"0";"";""
"12";"99562";"99749";"18";"1475232592265";"1";"";""
"13";"99750";"99874";"12";"1475232592268";"0";"";""
"14";"99875";"99937";"6";"1475232592269";"0";"";""
"15";"99938";"100000";"4";"1475232592270";"0";"";""
"15";"1";"100000";"9592";"1475232592237";"33";"true";"Prim4"
"4";"764412";"854636";"6640";"1475232592311";"122";"";""
"3";"618422";"764411";"10811";"1475232592278";"161";"";""
"5";"854637";"910401";"4099";"1475232592355";"78";"";""
"2";"382206";"618421";"18041";"1475232592272";"191";"";""
"7";"944863";"966165";"1521";"1475232592475";"18";"";""
"6";"910402";"944862";"2499";"1475232592442";"41";"";""
"1";"1";"382205";"32461";"1475232592272";"230";"";""
"8";"966166";"979323";"955";"1475232592489";"13";"";""
"9";"979324";"987468";"575";"1475232592499";"11";"";""
"10";"987469";"992481";"357";"1475232592512";"6";"";""
"11";"992482";"995614";"222";"1475232592520";"2";"";""
"12";"995615";"997493";"140";"1475232592521";"2";"";""
"13";"997494";"998746";"91";"1475232592523";"1";"";""
"14";"998747";"999373";"46";"1475232592524";"2";"";""
"15";"999374";"1000000";"40";"1475232592529";"0";"";""
"15";"1";"1000000";"78498";"1475232592271";"259";"true";"Prim4"
"9";"9793234";"9874686";"5052";"1475232593072";"368";"";""
"11";"9924813";"9956140";"1938";"1475232593473";"128";"";""
"10";"9874687";"9924812";"3082";"1475232593291";"281";"";""
"12";"9956141";"9974937";"1159";"1475232593648";"95";"";""
"13";"9974938";"9987468";"757";"1475232593780";"27";"";""
"8";"9661655";"9793233";"8151";"1475232592902";"644";"";""
"14";"9987469";"9993734";"373";"1475232593967";"12";"";""
"7";"9448622";"9661654";"13281";"1475232592815";"1053";"";""
"15";"9993735";"10000000";"387";"1475232594068";"16";"";""
"6";"9104011";"9448621";"21461";"1475232592735";"1561";"";""
"5";"8546366";"9104010";"34883";"1475232592637";"2349";"";""
"4";"7644111";"8546365";"56689";"1475232592574";"3368";"";""
"3";"6184211";"7644110";"92735";"1475232592535";"4240";"";""
"2";"3822056";"6184210";"153157";"1475232592533";"5340";"";""
"1";"1";"3822055";"271474";"1475232592532";"5433";"";""
"15";"1";"10000000";"664579";"1475232592532";"5435";"true";"Prim4"
"1";"1";"10000";"1229";"1475232875590";"1";"";""
"1";"1";"10000";"1229";"1475232875589";"2";"true";"Prim6"
"1";"1";"100000";"9592";"1475232875594";"19";"";""
"1";"1";"100000";"9592";"1475232875593";"21";"true";"Prim6"
"1";"1";"1000000";"78498";"1475232875615";"472";"";""
"1";"1";"1000000";"78498";"1475232875614";"473";"true";"Prim6"
"1";"1";"10000000";"664579";"1475232876090";"10272";"";""
"1";"1";"10000000";"664579";"1475232876089";"10273";"true";"Prim6"
"2";"6667";"10000";"370";"1475232886401";"1";"";""
"1";"1";"6666";"859";"1475232886401";"1";"";""
"2";"1";"10000";"1229";"1475232886401";"2";"true";"Prim6"
"2";"66667";"100000";"2947";"1475232886403";"9";"";""
"1";"1";"66666";"6645";"1475232886403";"13";"";""
"2";"1";"100000";"9592";"1475232886403";"13";"true";"Prim6"
"2";"666667";"1000000";"24429";"1475232886416";"194";"";""
"1";"1";"666666";"54069";"1475232886416";"254";"";""
"2";"1";"1000000";"78498";"1475232886416";"254";"true";"Prim6"
"2";"6666667";"10000000";"209198";"1475232886672";"5320";"";""
"1";"1";"6666666";"455381";"1475232886671";"6797";"";""
"2";"1";"10000000";"664579";"1475232886671";"6797";"true";"Prim6"
"3";"8334";"10000";"184";"1475232893501";"0";"";""
"2";"5001";"8333";"376";"1475232893501";"0";"";""
"1";"1";"5000";"669";"1475232893501";"0";"";""
"3";"1";"10000";"1229";"1475232893500";"2";"true";"Prim6"
"3";"83334";"100000";"1458";"1475232893504";"6";"";""
"2";"50001";"83333";"3001";"1475232893502";"10";"";""
"1";"1";"50000";"5133";"1475232893502";"11";"";""
"3";"1";"100000";"9592";"1475232893502";"11";"true";"Prim6"
"3";"833334";"1000000";"12079";"1475232893514";"129";"";""
"2";"500001";"833333";"24881";"1475232893514";"226";"";""
"1";"1";"500000";"41538";"1475232893514";"232";"";""
"3";"1";"1000000";"78498";"1475232893513";"234";"true";"Prim6"
"3";"8333334";"10000000";"103889";"1475232893748";"3367";"";""
"1";"1";"5000000";"348513";"1475232893748";"5126";"";""
"2";"5000001";"8333333";"212177";"1475232893748";"5234";"";""
"3";"1";"10000000";"664579";"1475232893748";"5234";"true";"Prim6"
"1";"1";"4000";"550";"1475232899026";"0";"";""
"2";"4001";"7000";"350";"1475232899026";"1";"";""
"3";"7001";"9000";"217";"1475232899027";"1";"";""
"4";"9001";"10000";"112";"1475232899028";"0";"";""
"4";"1";"10000";"1229";"1475232899026";"2";"true";"Prim6"
"3";"70001";"90000";"1778";"1475232899030";"6";"";""
"1";"1";"40000";"4203";"1475232899029";"9";"";""
"2";"40001";"70000";"2732";"1475232899029";"9";"";""
"4";"90001";"100000";"879";"1475232899038";"5";"";""
"4";"1";"100000";"9592";"1475232899029";"15";"true";"Prim6"
"4";"900001";"1000000";"7224";"1475232899055";"82";"";""
"3";"700001";"900000";"14731";"1475232899051";"161";"";""
"1";"1";"400000";"33860";"1475232899045";"179";"";""
"2";"400001";"700000";"22683";"1475232899047";"183";"";""
"4";"1";"1000000";"78498";"1475232899044";"186";"true";"Prim6"
"4";"9000001";"10000000";"62090";"1475232899231";"2257";"";""
"3";"7000001";"9000000";"125841";"1475232899230";"4648";"";""
"1";"1";"4000000";"283146";"1475232899230";"5118";"";""
"2";"4000001";"7000000";"193502";"1475232899230";"5467";"";""
"4";"1";"10000000";"664579";"1475232899230";"5468";"true";"Prim6"
"1";"1";"3333";"470";"1475232904727";"0";"";""
"2";"3334";"6000";"313";"1475232904727";"0";"";""
"4";"8001";"9333";"147";"1475232904727";"0";"";""
"5";"9334";"10000";"75";"1475232904728";"0";"";""
"3";"6001";"8000";"224";"1475232904727";"0";"";""
"5";"1";"10000";"1229";"1475232904727";"1";"true";"Prim6"
"4";"80001";"93333";"1179";"1475232904729";"5";"";""
"3";"60001";"80000";"1780";"1475232904729";"7";"";""
"1";"1";"33333";"3569";"1475232904729";"7";"";""
"2";"33334";"60000";"2488";"1475232904729";"7";"";""
"5";"93334";"100000";"576";"1475232904736";"1";"";""
"5";"1";"100000";"9592";"1475232904729";"9";"true";"Prim6"
"5";"933334";"1000000";"4787";"1475232904773";"87";"";""
"1";"1";"333333";"28665";"1475232904738";"147";"";""
"3";"600001";"800000";"14853";"1475232904738";"152";"";""
"4";"800001";"933333";"9760";"1475232904738";"160";"";""
"2";"333334";"600000";"20433";"1475232904738";"170";"";""
"5";"1";"1000000";"78498";"1475232904738";"170";"true";"Prim6"
"5";"9333334";"10000000";"41336";"1475232904949";"2293";"";""
"4";"8000001";"9333333";"83466";"1475232904921";"4192";"";""
"1";"1";"3333333";"239119";"1475232904909";"5095";"";""
"3";"6000001";"8000000";"126928";"1475232904911";"5594";"";""
"2";"3333334";"6000000";"173730";"1475232904909";"6054";"";""
"5";"1";"10000000";"664579";"1475232904909";"6054";"true";"Prim6"
"1";"1";"2857";"415";"1475232910980";"1";"";""
"2";"2858";"5238";"282";"1475232910981";"1";"";""
"3";"5239";"7142";"217";"1475232910982";"1";"";""
"4";"7143";"8571";"153";"1475232910984";"0";"";""
"5";"8572";"9523";"112";"1475232910985";"1";"";""
"6";"9524";"10000";"50";"1475232910987";"0";"";""
"6";"1";"10000";"1229";"1475232910980";"8";"true";"Prim6"
"1";"1";"28571";"3108";"1475232910989";"7";"";""
"2";"28572";"52380";"2245";"1475232910992";"8";"";""
"3";"52381";"71428";"1721";"1475232910996";"9";"";""
"4";"71429";"85714";"1268";"1475232911001";"7";"";""
"6";"95239";"100000";"411";"1475232911012";"2";"";""
"5";"85715";"95238";"839";"1475232911011";"5";"";""
"6";"1";"100000";"9592";"1475232910988";"29";"true";"Prim6"
"1";"1";"285714";"24900";"1475232911018";"147";"";""
"4";"714286";"857142";"10517";"1475232911055";"129";"";""
"3";"523810";"714285";"14269";"1475232911034";"183";"";""
"2";"285715";"523809";"18453";"1475232911019";"202";"";""
